Parameter,Value,Error
R_0,0.0019498857790143796,
B_1_0,0.002924500490781128,
B_1_1,2550.4577480168623,
B_1_2,413.6772714131012,
B_1_3,0.9817994687056188,
B_1_4,0.9052735922770674,
