Frequency,Real_Error,Imag_Error
199.5261,3.236205407316324e-05,5.249823819219855e-05
158.4892,2.877120475890593e-05,3.518796375870076e-05
125.8925,1.2590422089999494e-05,3.1592002575330044e-05
99.99994,2.1014181940624647e-05,1.8988304536601295e-05
79.43277,1.7906247064070416e-05,1.7617149483586768e-05
63.09569,6.0681488629711275e-06,1.5014935637655706e-05
50.11869,2.4443488468250084e-06,7.592932512800435e-06
39.81069,1.6173966485838378e-05,4.817974606165335e-06
31.62275,1.8475781139999474e-05,1.0341509004667572e-05
25.11885,1.1304096313854636e-05,3.2774500929526437e-06
19.95261,1.8991296038257596e-05,1.4251651823108898e-05
15.84892,4.243968887940059e-06,1.4517569124857888e-05
12.58924,3.831117075307495e-06,4.67614868589539e-06
9.999991,1.99096282094309e-06,2.0784799917249717e-05
7.943275,3.5667856088054256e-05,4.033309349965044e-06
6.309568,1.232808439538156e-05,1.703436420576117e-05
5.011868,1.1172072316115167e-05,1.4867199391082697e-05
3.981068,1.1629337704432106e-06,2.394380887033742e-05
3.162275,2.8105799278516693e-05,3.25220947042999e-05
2.511884,2.1992685898131886e-05,2.3421495534982925e-05
1.99526,2.947637932053382e-05,3.6592898892097805e-05
1.584892,4.746464486612241e-05,5.939827431899081e-05
1.258924,4.1452915710288394e-05,4.6354821662274864e-05
0.999999,5.967352873877422e-05,4.657303840548089e-05
0.794327,5.434026109472391e-05,2.1092939415620713e-05
0.630957,6.104292461149487e-05,1.7100590969042835e-05
0.501187,6.0552696799223964e-05,4.916237472269054e-06
0.398107,5.993822317007817e-05,1.4085327725539033e-05
0.316227,5.2647858702490474e-05,2.8629627682938896e-05
0.251188,2.588085090867191e-05,4.7587306113642874e-05
0.199526,2.214088517743214e-05,4.456297867184121e-05
0.158489,6.602270902490628e-06,4.8353639068522605e-05
0.125892,2.1108441232235795e-05,4.5354733002035425e-05
0.1,4.133079900309894e-05,3.607734989893429e-05
0.079433,7.918422659059215e-05,2.8336056024590682e-05
0.063096,8.766317161861123e-05,4.0132075972056785e-06
0.050119,0.00010475550465054422,1.4220023180437288e-05
0.039811,8.78376511880539e-05,1.342623006645588e-05
0.031623,8.647715193188044e-05,3.652430298321102e-05
0.025119,5.059270078749088e-05,5.553498815331209e-05
0.019953,2.9228882340515388e-05,5.483421093255281e-05
0.015849,1.0714582199636367e-05,5.111092226319988e-05
0.012589,3.3045982711915525e-05,1.782305984153465e-05
0.01,7.129121161851201e-05,7.050678313538089e-05
