10000,0.001308794,0.002830601,
7943.282,0.001597928,0.002196993,
6309.573,0.00176429,0.001725954,
5011.872,0.001855542,0.001365046,
3981.071,0.001914444,0.00108573,
3162.277,0.001950232,0.0008521914,
2511.886,0.001974872,0.0006829099,
1995.262,0.001985942,0.0005368654,
1584.893,0.001996736,0.0004254214,
1258.925,0.001990104,0.0003300214,
999.9998,0.001982093,0.0002591671,
794.328,0.00200902,0.0001898592,
630.9572,0.002013467,0.0001395027,
501.1871,0.002014359,0.0001022111,
398.107,0.002012124,6.094452e-05,
316.2276,0.001999696,3.81288e-05,
251.1885,0.002023284,1.379625e-05,
199.5261,0.002039713,-3.347083e-06,
158.4892,0.002042999,-2.734036e-05,
125.8925,0.002034518,-3.841906e-05,
99.99994,0.002051563,-5.940098e-05,
79.43277,0.002058108,-7.015297e-05,
63.09569,0.002057078,-8.325862e-05,
50.11869,0.002060667,-0.000102441,
39.81069,0.002092835,-0.0001183837,
31.62275,0.002110308,-0.0001276037,
25.11885,0.002120123,-0.0001511756,
19.95261,0.002108847,-0.0001586848,
15.84892,0.002153378,-0.0001791148,
12.58924,0.00216915,-0.0002121277,
9.999991,0.002201671,-0.0002219517,
7.943275,0.002193868,-0.0002677315,
6.309568,0.002250566,-0.0002873192,
5.011868,0.002289154,-0.0003262457,
3.981068,0.002341665,-0.0003585787,
3.162275,0.002363535,-0.0003958716,
2.511884,0.002425451,-0.0004541245,
1.99526,0.002479757,-0.0004917228,
1.584892,0.002526287,-0.0005206472,
1.258924,0.002594769,-0.0005884491,
0.999999,0.002632471,-0.000651541,
0.794327,0.002684563,-0.0007571522,
0.630957,0.002715142,-0.0008677762,
0.501187,0.002744802,-0.001023327,
0.398107,0.002768598,-0.001233231,
0.316227,0.002795293,-0.00149824,
0.251188,0.002839674,-0.00184141,
0.199526,0.002860941,-0.002253746,
0.158489,0.002908612,-0.002785792,
0.125892,0.002944828,-0.003451286,
0.1,0.002990932,-0.004285143,
0.079433,0.003060351,-0.005338543,
0.063096,0.003107819,-0.00664786,
0.050119,0.003173403,-0.008304236,
0.039811,0.003217019,-0.01040656,
0.031623,0.003291376,-0.0130198,
0.025119,0.003350303,-0.01630726,
0.019953,0.00344772,-0.02045395,
0.015849,0.003556665,-0.02565685,
0.012589,0.003720987,-0.03224489,
0.01,0.00391671,-0.0404693,
