# freq,Re(Z),Im(Z)
1.995261000000000138e+02,2.005852936674060605e-03,-5.454133479711684038e-05
1.584892000000000110e+02,2.012556791101433040e-03,-6.109453055566611357e-05
1.258924999999999983e+02,2.020066102434153656e-03,-6.843508182700863381e-05
9.999993999999999517e+01,2.028477689845853502e-03,-7.665763192212609841e-05
7.943277000000000498e+01,2.037899930066805823e-03,-8.586812196942782865e-05
6.309568999999999761e+01,2.048454259718961515e-03,-9.618525948586113090e-05
5.011869000000000085e+01,2.060276698423984653e-03,-1.077420072428351153e-04
3.981069000000000102e+01,2.073519617211341728e-03,-1.206873126094361721e-04
3.162274999999999991e+01,2.088353700394070256e-03,-1.351880158925348541e-04
2.511884999999999835e+01,2.104970046647004680e-03,-1.514309340567155510e-04
1.995260999999999996e+01,2.123582769797713148e-03,-1.696257244194184573e-04
1.584891999999999967e+01,2.144433071203615329e-03,-1.900072134258031658e-04
1.258924000000000021e+01,2.167791679871284780e-03,-2.128327427661468583e-04
9.999990999999999630e+00,2.193943222244025548e-03,-2.383853443467608515e-04
7.943274999999999864e+00,2.223176865739643054e-03,-2.670274428904045568e-04
6.309567999999999621e+00,2.255885727377894903e-03,-2.992769660078066908e-04
5.011867999999999768e+00,2.292791057616128201e-03,-3.357105903266949937e-04
3.981068000000000051e+00,2.335012848833899028e-03,-3.765431869138635267e-04
3.162275000000000169e+00,2.383607028836177196e-03,-4.211267674737280355e-04
2.511883999999999784e+00,2.438560623003752093e-03,-4.679650876440126896e-04
1.995260000000000034e+00,2.497849096975431494e-03,-5.157002267168709839e-04
1.584891999999999967e+00,2.557461649804436410e-03,-5.648001587585382843e-04
1.258923999999999932e+00,2.612734082045687321e-03,-6.188647738679277496e-04
9.999989999999999712e-01,2.660154950072896301e-03,-6.845881268086056884e-04
7.943270000000000053e-01,2.698378172283173813e-03,-7.706137272468456057e-04
6.309569999999999901e-01,2.728022127145388921e-03,-8.863798137151009072e-04
5.011870000000000491e-01,2.750825530877809739e-03,-1.041736083191332866e-03
3.981069999999999887e-01,2.768849527594898201e-03,-1.247321678891735166e-03
3.162269999999999803e-01,2.784021462742480857e-03,-1.515374046927858405e-03
2.511880000000000224e-01,2.797980797038718704e-03,-1.860679052187860652e-03
1.995260000000000089e-01,2.812098567707695812e-03,-2.301609450227214918e-03
1.584889999999999910e-01,2.827565405176463327e-03,-2.861256905354384733e-03
1.258920000000000039e-01,2.845494702383375915e-03,-3.568716024270725175e-03
1.000000000000000056e-01,2.867021333019126577e-03,-4.460623331663272732e-03
7.943300000000000360e-02,2.893395752609347234e-03,-5.583175523118029913e-03
6.309599999999999931e-02,2.926070511403362599e-03,-6.994443571703762817e-03
5.011899999999999689e-02,2.966793156112498484e-03,-8.767429726321444156e-03
3.981099999999999917e-02,3.017707364100194987e-03,-1.099382646169718043e-02
3.162299999999999833e-02,3.081472325458521708e-03,-1.378880253789288406e-02
2.511899999999999897e-02,3.161404576431874926e-03,-1.729692157916181555e-02
1.995299999999999851e-02,3.261645513463114557e-03,-2.169927575453237806e-02
1.584899999999999851e-02,3.387415681028308357e-03,-2.722447441289623307e-02
1.258899999999999950e-02,3.545235302797959329e-03,-3.415815594265183414e-02
1.000000000000000021e-02,3.743245483905211987e-03,-4.285688886786476887e-02
