Parameter,Value,Error
R_0,0.0019500576908888928,
B_1_0,0.0028481037070462326,
B_1_1,2549.9635748921546,
B_1_2,413.750616708128,
B_1_3,0.9855309973987894,
B_1_4,0.8621660048763138,
