Experiment:, 80%_SOC
Start date:, Friday, June 21, 2024
Start time:, 4:31:21 AM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 2.189503, 0.05505217, , 0.05505217, 10000, -0.0004933985, -0.000372998, -0.1747855, 0.0929199, 0.00131635, 0.002833833, 0.003124642, 65.08456, 1, 1
1, 2.189503, 0.05505217, , 0.05505217, 7943.282, -0.0005406017, 5.098913e-05, -0.101971, 0.1712469, 0.001607544, 0.002199624, 0.002724435, 53.83966, 1, 1
1, 2.189503, 0.05505217, , 0.05505217, 6309.573, 0.0004904658, -6.596722e-05, 0.1231527, -0.1573063, 0.001773389, 0.001729544, 0.002477142, 44.2829, 1, 1
1, 2.189503, 0.05505217, , 0.05505217, 5011.872, 6.999517e-05, 0.0004574705, 0.1413521, 0.1414237, 0.001865661, 0.001369784, 0.002314519, 36.28642, 1, 1
2, 2.199944, -0.01206538, , 0.04298678, 3981.071, -0.0004026911, -0.0001827141, -0.1993209, 0.01776086, 0.001923361, 0.001088068, 0.002209799, 29.49734, 1, 1
2, 2.199944, -0.01206538, , 0.04298678, 3162.277, 0.0001526101, -0.000399433, -0.01073138, -0.1999176, 0.001951388, 0.0008681132, 0.002135775, 23.98283, 1, 1
2, 2.199944, -0.01206538, , 0.04298678, 2511.886, -0.0003008921, -0.0002905868, -0.1815761, -0.08438126, 0.001974426, 0.0006828114, 0.00208916, 19.07681, 1, 1
2, 2.199944, -0.01206538, , 0.04298678, 1995.262, -0.0002555567, 0.0003270895, -0.07782093, 0.1845401, 0.002000661, 0.0005411477, 0.002072555, 15.13544, 1, 1
3, 2.200256, 0.05740497, , 0.1003918, 1584.893, 0.0002793298, 0.0002994942, 0.1642039, 0.1147132, 0.001999475, 0.0004270799, 0.002044577, 12.05697, 1, 1
3, 2.200256, 0.05740497, , 0.1003918, 1258.925, -0.0003848668, -0.000129142, -0.197783, -0.03144444, 0.001999182, 0.0003351089, 0.002027073, 9.515629, 1, 1
3, 2.200256, 0.05740497, , 0.1003918, 999.9998, -0.0003236999, -0.00024101, -0.1745796, -0.09817015, 0.001998518, 0.0002567035, 0.002014937, 7.319387, 1, 1
3, 2.200256, 0.05740497, , 0.1003918, 794.328, 0.0003303876, 0.0002333497, 0.1741941, 0.09890389, 0.002009461, 0.0001986643, 0.002019257, 5.646171, 1, 1
3, 2.200256, 0.05740497, , 0.1003918, 630.9572, 0.000224208, -0.0003371761, 0.09850215, -0.1743613, 0.002016615, 0.0001466327, 0.002021939, 4.158787, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 501.1871, 0.0002336049, 0.0003299017, 0.1242301, 0.1570749, 0.002015678, 0.0001069741, 0.002018514, 3.037897, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 398.107, 0.0003614061, 0.0001805387, 0.1822037, 0.08315252, 0.002015873, 7.08755e-05, 0.002017118, 2.013617, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 316.2276, -0.0003577916, -0.0001872692, -0.1790821, -0.08959992, 0.002016366, 3.687059e-05, 0.002016704, 1.047574, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 251.1885, 0.0002611543, -0.000309697, 0.1274597, -0.1544688, 0.002022739, 2.160002e-05, 0.002022854, 0.6118156, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 199.5261, 0.0003564273, -0.0001982412, 0.1753479, -0.09678881, 0.002036305, -6.556669e-06, 0.002036315, -0.1844852, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 158.4892, -2.114756e-05, -0.0004083385, -0.008334797, -0.2000628, 0.002041911, -2.063672e-05, 0.002042016, -0.5790442, 1, 1
4, 2.199788, -0.001148391, , 0.09924337, 125.8925, -0.000373034, 0.0001668144, -0.184499, 0.07788552, 0.002040013, -4.296481e-05, 0.002040466, -1.206531, 1, 1
5, 2.199788, -0.001462098, , 0.09778126, 99.99994, -0.0004110873, -1.844489e-05, -0.1997388, -0.01486341, 0.002053624, -6.047387e-05, 0.002054515, -1.686723, 1, 1
5, 2.199788, -0.001462098, , 0.09778126, 79.43277, -0.0003935475, 0.0001161396, -0.1937097, 0.0506592, 0.002048339, -6.387052e-05, 0.002049335, -1.785996, 1, 1
5, 2.199788, -0.001462098, , 0.09778126, 63.09569, -0.0001925355, 0.0003666822, -0.1002079, 0.1733527, 0.002066679, -8.400229e-05, 0.002068386, -2.327565, 1, 1
5, 2.199788, -0.001462098, , 0.09778126, 50.11869, -0.0003154137, 0.0002694241, -0.1582641, 0.1227169, 0.002069006, -9.807648e-05, 0.002071329, -2.713943, 1, 1
5, 2.199788, -0.001462098, , 0.09778126, 39.81069, 0.0003064435, -0.0002853178, 0.1536912, -0.1283382, 0.002088085, -0.000112802, 0.00209113, -3.092211, 1, 1
5, 2.199788, -0.001462098, , 0.09778126, 31.62275, 0.0002015895, -0.0003699949, 0.1065034, -0.1695813, 0.002100063, -0.0001301696, 0.002104093, -3.546866, 1, 1
6, 2.199788, 0.005015947, , 0.1027972, 25.11885, -0.0004242185, -1.058381e-05, -0.1993693, -0.01893587, 0.002113776, -0.0001476776, 0.002118929, -3.996439, 1, 1
6, 2.199788, 0.005015947, , 0.1027972, 19.95261, 2.641756e-05, -0.0004275968, 0.02752794, -0.1983042, 0.002133644, -0.0001629681, 0.002139859, -4.367782, 1, 1
6, 2.199788, 0.005015947, , 0.1027972, 15.84892, -1.572095e-05, -0.0004304234, 0.0102391, -0.1999726, 0.002142768, -0.0001883306, 0.002151029, -5.02289, 1, 1
6, 2.199788, 0.005015947, , 0.1027972, 12.58924, -0.0003719889, -0.0002276692, -0.1602201, -0.120141, 0.002168157, -0.0002048147, 0.002177809, -5.396425, 1, 1
6, 2.199788, 0.005015947, , 0.1027972, 9.999991, 7.626171e-05, 0.0004360795, 0.01303349, 0.1998154, 0.002197955, -0.0002382933, 0.002210835, -6.187607, 1, 1
7, 2.199633, 0.008168699, , 0.1109659, 7.943275, -8.904027e-05, -0.0004364416, -0.01759057, -0.1995128, 0.002209708, -0.0002514638, 0.00222397, -6.492306, 1, 1
7, 2.199633, 0.008168699, , 0.1109659, 6.309568, 0.0002880247, 0.0003542519, 0.105937, 0.1699915, 0.002261536, -0.0002849809, 0.002279421, -7.182105, 1, 1
7, 2.199633, 0.008168699, , 0.1109659, 5.011868, -0.0004462244, 0.0001135834, -0.1991358, 0.02123596, 0.002275751, -0.0003276944, 0.002299223, -8.193926, 1, 1
7, 2.199633, 0.008168699, , 0.1109659, 3.981068, -0.0001177603, -0.000457657, -0.02001909, -0.1992889, 0.002332273, -0.0003566192, 0.00235938, -8.69355, 1, 1
8, 2.199321, -0.03247201, , 0.0784939, 3.162275, 0.0003897416, -0.0002841161, 0.1792961, -0.08929665, 0.002374064, -0.0004022405, 0.002407899, -9.616369, 1, 1
8, 2.199321, -0.03247201, , 0.0784939, 2.511884, 0.0004493493, 0.0001999454, 0.1657801, 0.1123602, 0.002417458, -0.0004323846, 0.002455822, -10.14065, 1, 1
9, 2.199321, 0.001565173, , 0.08005907, 1.99526, 0.0001764256, 0.0004755532, 0.03241896, 0.1976601, 0.002485448, -0.000484923, 0.002532311, -11.04, 1, 1
9, 2.199321, 0.001565173, , 0.08005907, 1.584892, -0.0001180329, 0.000504937, -0.0857879, 0.1809992, 0.002530366, -0.000547195, 0.002588856, -12.20239, 1, 1
10, 2.199477, -0.04262042, , 0.03743866, 1.258924, -0.0003378408, 0.0004029866, -0.1600405, 0.1203924, 0.002557758, -0.0005939247, 0.002625809, -13.07271, 1, 1
11, 2.199321, -0.005712824, , 0.03172583, 0.999999, -0.0004806983, 0.0002372175, -0.1960004, 0.04129421, 0.002592453, -0.0006641017, 0.002676162, -14.36833, 1, 1
12, 2.199633, 0.06170275, , 0.09342858, 0.794327, -0.0005407297, 9.97756e-05, -0.1992302, -0.02063514, 0.002633968, -0.0007736172, 0.002745227, -16.36793, 1, 1
13, 2.199321, 0.03991582, , 0.1333444, , , , , , , , , , 1, 1
14, 2.199009, -0.1261919, , 0.007152517, 0.630957, -0.0005617999, -1.463326e-05, -0.1877548, -0.06967887, 0.002655402, -0.0009075249, 0.002806201, -18.86866, 1, 1
15, 2.199788, 0.175641, , 0.1827935, , , , , , , , , , 1, 1
16, 2.199009, -0.1803063, , 0.002487247, 0.501187, -0.0005678724, -0.0001114001, -0.1683881, -0.1084781, 0.002684495, -0.001067824, 0.002889076, -21.6914, 1, 1
17, 2.199788, 0.1699629, , 0.1724502, , , , , , , , , , 1, 1
18, 2.199633, -0.05818028, , 0.1142699, , , , , , , , , , 1, 1
19, 2.198698, -0.1058794, , 0.008390532, 0.398107, -0.0005747846, -0.0001761605, -0.1475148, -0.1355, 0.002708291, -0.001293518, 0.003001338, -25.52979, 1, 1
20, 2.2001, 0.2393235, , 0.247714, , , , , , , , , , 1, 1
21, 2.199633, -0.09199786, , 0.1557162, , , , , , , , , , 1, 1
22, 2.198853, -0.176934, , -0.02121779, 0.316227, -0.0005951502, -0.0002106271, -0.1304151, -0.1519917, 0.002733266, -0.001570422, 0.003152296, -29.87989, 1, 1
23, 2.199788, 0.1906519, , 0.1694341, , , , , , , , , , 1, 1
24, 2.200568, 0.1680964, , 0.3375305, , , , , , , , , , 1, 1
25, 2.199944, -0.1942662, , 0.1432642, , , , , , , , , , 1, 1
26, 2.199477, -0.1734989, , -0.03023462, 0.251188, -0.0006360064, -0.0002294181, -0.1155861, -0.1635886, 0.002767693, -0.001932284, 0.003375477, -34.92108, 1, 1
27, 2.200256, 0.1458075, , 0.1155729, , , , , , , , , , 1, 1
28, 2.201035, 0.2563421, , 0.371915, , , , , , , , , , 1, 1
29, 2.20088, 0.01339192, , 0.3853069, , , , , , , , , , 1, 1
30, 2.199788, -0.2487728, , 0.1365341, , , , , , , , , , 1, 1
31, 2.199165, -0.1734518, , -0.0369177, 0.199526, -0.0006992574, -0.0002398649, -0.1027443, -0.1719623, 0.002818332, -0.00238244, 0.003690395, -40.20907, 1, 1
32, 2.199944, 0.09319891, , 0.05628121, , , , , , , , , , 1, 1
33, 2.201035, 0.2655337, , 0.3218149, , , , , , , , , , 1, 1
34, 2.201503, 0.1950124, , 0.5168273, , , , , , , , , , 1, 1
35, 2.200724, -0.05383544, , 0.4629919, , , , , , , , , , 1, 1
36, 2.199633, -0.2541842, , 0.2088077, , , , , , , , , , 1, 1
