Experiment:, 60%-SOC_Multiplexer-130mA
Start date:, Wednesday, June 19, 2024
Start time:, 11:55:27 PM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 1.798965, -0.01543773, , -0.01543773, 100000, -0.0005229098, -0.002161576, -0.148089, -0.06561679, 0.008357739, 0.01089323, 0.01373005, 52.50309, 1, 1
1, 1.798965, -0.01543773, , -0.01543773, 79432.82, 0.0001325229, 0.001849508, 0.118094, 0.09875609, 0.008367467, 0.008664024, 0.01204491, 45.99755, 1, 1
1, 1.798965, -0.01543773, , -0.01543773, 63095.73, 0.001513163, -0.0004697305, 0.07945152, -0.1219986, 0.008375539, 0.006948553, 0.01088265, 39.67994, 1, 1
1, 1.798965, -0.01543773, , -0.01543773, 50118.72, 0.001279038, -0.0005911249, 0.07220678, -0.1187793, 0.008413509, 0.005653562, 0.01013656, 33.89962, 1, 1
2, 1.809094, 0.0007495349, , -0.0146882, 39810.71, 0.0001880356, -0.001291207, -0.04882379, -0.1258248, 0.008415031, 0.004759708, 0.009667863, 29.49336, 1, 1
2, 1.809094, 0.0007495349, , -0.0146882, 31622.77, -0.001232032, 0.0001505961, -0.1112512, 0.07470157, 0.008259368, 0.004192238, 0.009262398, 26.91115, 1, 1
2, 1.809094, 0.0007495349, , -0.0146882, 25118.86, 0.0003796181, 0.001105031, 0.09568353, 0.09764397, 0.007716709, 0.003673998, 0.008546687, 25.45956, 1, 1
2, 1.809094, 0.0007495349, , -0.0146882, 19952.62, -0.0004624937, -0.0009670125, -0.09997765, -0.09639552, 0.007230268, 0.002701075, 0.007718327, 20.48462, 1, 1
3, 1.808939, -0.03808736, , -0.05277555, 15848.93, -0.0007697383, 0.0006850679, -0.07645304, 0.1131111, 0.00731457, 0.001861155, 0.007547637, 14.27569, 1, 1
3, 1.808939, -0.03808736, , -0.05277555, 12589.25, 0.0007108269, -0.000730294, 0.07437004, -0.1116996, 0.007465572, 0.00139313, 0.007594443, 10.57024, 1, 1
3, 1.808939, -0.03808736, , -0.05277555, 9999.997, 0.0003758458, 0.0009415555, 0.06659529, 0.1148259, 0.007556477, 0.001109332, 0.007637471, 8.351674, 1, 1
3, 1.808939, -0.03808736, , -0.05277555, 7943.28, -2.961315e-06, 0.001008708, 0.01521662, 0.1310487, 0.007592212, 0.000904161, 0.007645861, 6.791402, 1, 1
4, 1.809094, 0.001486746, , -0.05128881, 6309.571, -4.104098e-06, -0.001001861, -0.01327315, -0.130741, 0.007587922, 0.0007389533, 0.007623819, 5.562236, 1, 1
4, 1.809094, 0.001486746, , -0.05128881, 5011.871, 0.0009882996, 0.0001055749, 0.1310094, 0.00363216, 0.007560259, 0.0005962537, 0.007583735, 4.509403, 1, 1
4, 1.809094, 0.001486746, , -0.05128881, 3981.07, -0.0007541173, 0.0006419723, -0.09422359, 0.09083035, 0.007552803, 0.0004675208, 0.007567259, 3.542106, 1, 1
4, 1.809094, 0.001486746, , -0.05128881, 3162.276, -0.0003887815, -0.0009065246, -0.05722196, -0.1175636, 0.007535358, 0.0003607108, 0.007543986, 2.740605, 1, 1
5, 1.809094, -0.004489367, , -0.05577818, 2511.885, -0.000983362, -7.905406e-05, -0.1304999, -0.006092423, 0.007547178, 0.0002534366, 0.007551432, 1.923288, 1, 1
5, 1.809094, -0.004489367, , -0.05577818, 1995.261, -2.473436e-06, 0.0009850929, 0.002667056, 0.1305773, 0.007540603, 0.00017296, 0.007542587, 1.313972, 1, 1
5, 1.809094, -0.004489367, , -0.05577818, 1584.892, 0.0009720452, 0.0001665281, 0.1289479, 0.02056067, 0.007552187, 8.724541e-05, 0.007552691, 0.6618707, 1, 1
5, 1.809094, -0.004489367, , -0.05577818, 1258.925, -0.0009784738, 0.000120286, -0.1294902, 0.01639258, 0.007552907, 2.722715e-05, 0.007552956, 0.2065422, 1, 1
5, 1.809094, -0.004489367, , -0.05577818, 999.9994, -0.0009817915, -0.0001052064, -0.1297386, -0.01432158, 0.007564791, -2.415092e-05, 0.00756483, -0.1829186, 1, 1
6, 1.809094, 0.005753158, , -0.05002502, 794.3277, 0.0009821926, 0.0001394883, 0.1290263, 0.01976016, 0.007599666, -8.279186e-05, 0.007600117, -0.6241638, 1, 1
6, 1.809094, 0.005753158, , -0.05002502, 630.9569, -8.774673e-06, -0.0009952427, 0.0009078926, -0.1304898, 0.00762614, -0.0001203036, 0.007627089, -0.9037751, 1, 1
6, 1.809094, 0.005753158, , -0.05002502, 501.1869, 0.0008547207, 0.0005182154, 0.1100756, 0.07008775, 0.007657818, -0.0001681008, 0.007659662, -1.257528, 1, 1
6, 1.809094, 0.005753158, , -0.05002502, 398.1069, 0.001003293, 3.706805e-05, 0.1302418, 0.008346638, 0.007689967, -0.0002082075, 0.007692785, -1.550917, 1, 1
6, 1.809094, 0.005753158, , -0.05002502, 316.2275, -0.0009951331, -0.0001438077, -0.128477, -0.022794, 0.007701771, -0.0002470983, 0.007705734, -1.837608, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 251.1884, 0.0002413386, -0.0009807986, 0.03574, -0.1255072, 0.007735014, -0.0002797518, 0.007740072, -2.07131, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 199.5261, 0.0005935464, -0.0008265625, 0.08043195, -0.1027792, 0.00779044, -0.000321601, 0.007797075, -2.363913, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 158.4892, -0.0004894072, -0.0008984686, -0.05700734, -0.1173627, 0.007832927, -0.0003653029, 0.00784144, -2.670159, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 125.8924, -0.0007163308, 0.0007409542, -0.09551612, 0.08891853, 0.007886495, -0.0004156225, 0.00789744, -3.016727, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 99.99991, -0.0009692314, 0.0003663371, -0.124614, 0.0387976, 0.007924946, -0.0004724042, 0.007939013, -3.411351, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 79.43275, -0.0007978926, 0.0006718354, -0.1051974, 0.07716996, 0.007976981, -0.0005347292, 0.007994883, -3.835029, 1, 1
7, 1.809094, -0.0004425505, , -0.05046757, 63.09567, -7.631043e-05, 0.001047643, -0.01920401, 0.1290532, 0.008028137, -0.0006033325, 0.008050776, -4.297827, 1, 1
8, 1.80925, -0.001916972, , -0.05238454, 50.11867, -0.0004694617, 0.0009548782, -0.06713468, 0.1119112, 0.008125024, -0.0006791923, 0.008153362, -4.778397, 1, 1
8, 1.80925, -0.001916972, , -0.05238454, 39.81068, 0.0004317439, -0.0009884054, 0.06296973, -0.1142723, 0.008231884, -0.0007579752, 0.008266707, -5.260845, 1, 1
8, 1.80925, -0.001916972, , -0.05238454, 31.62274, 0.0001045468, -0.001083178, 0.02547018, -0.1279796, 0.008297601, -0.0008344661, 0.008339455, -5.742765, 1, 1
8, 1.80925, -0.001916972, , -0.05238454, 25.11884, -0.001020759, 0.0004177847, -0.1255553, 0.03557254, 0.008398545, -0.0009480058, 0.00845188, -6.440138, 1, 1
8, 1.80925, -0.001916972, , -0.05238454, 19.9526, -0.0003827209, -0.001054749, -0.02935691, -0.1271146, 0.008537597, -0.00103909, 0.008600597, -6.939199, 1, 1
8, 1.80925, -0.001916972, , -0.05238454, 15.84891, -0.0004996613, -0.00102685, -0.04113949, -0.1238164, 0.008676322, -0.001152689, 0.008752557, -7.567691, 1, 1
9, 1.809094, 0.003321931, , -0.04906261, 12.58924, -0.001149709, -0.0001482836, -0.1257211, -0.03497158, 0.008792656, -0.00126637, 0.008883382, -8.195716, 1, 1
9, 1.809094, 0.003321931, , -0.04906261, 9.999988, 0.0006644509, 0.0009872906, 0.05526355, 0.1181961, 0.00901142, -0.001408234, 0.009120791, -8.881898, 1, 1
9, 1.809094, 0.003321931, , -0.04906261, 7.943272, -0.0007174287, -0.000982093, -0.05818301, -0.1168173, 0.009186931, -0.001565739, 0.009319401, -9.672053, 1, 1
9, 1.809094, 0.003321931, , -0.04906261, 6.309565, 0.001115394, 0.0005544188, 0.1046234, 0.0780265, 0.009390273, -0.001703934, 0.009543617, -10.28483, 1, 1
9, 1.809094, 0.003321931, , -0.04906261, 5.011866, -0.0009954139, 0.0007899369, -0.1158994, 0.05996416, 0.009556745, -0.001871232, 0.009738218, -11.07849, 1, 1
10, 1.808783, -0.01281828, , -0.06188089, 3.981066, -0.000822343, -0.001020646, -0.05943619, -0.116202, 0.009831082, -0.002048338, 0.0100422, -11.76938, 1, 1
10, 1.808783, -0.01281828, , -0.06188089, 3.162273, 0.0006536566, -0.001171233, 0.08754823, -0.09680377, 0.01001465, -0.00230475, 0.01027644, -12.96026, 1, 1
10, 1.808783, -0.01281828, , -0.06188089, 2.511883, 0.001372147, -2.434542e-05, 0.1272902, 0.02874667, 0.01021548, -0.002498277, 0.01051653, -13.74241, 1, 1
11, 1.808627, -0.01297513, , -0.07485603, 1.995259, 0.001018572, 0.0009856267, 0.06692711, 0.1120538, 0.0104849, -0.002827642, 0.0108595, -15.09287, 1, 1
12, 1.808627, 0.02565785, , -0.04919818, 1.584891, 0.0003230693, 0.001419111, -0.009055953, 0.130208, 0.0106746, -0.003223595, 0.01115072, -16.80366, 1, 1
13, 1.808627, 0.007870678, , -0.0413275, 1.258924, -0.0003280595, 0.001461733, -0.06850456, 0.1110744, 0.01085322, -0.003740153, 0.01147959, -19.01458, 1, 1
14, 1.808004, -0.02453523, , -0.06586273, 0.999998, -0.0008913183, 0.001264674, -0.1090991, 0.07164762, 0.01102682, -0.004350432, 0.01185399, -21.53081, 1, 1
