100000,0.008357739,0.01089323
79432.82,0.008367467,0.008664024
63095.73,0.008375539,0.006948553
50118.72,0.008413509,0.005653562
39810.71,0.008415031,0.004759708
31622.77,0.008259368,0.004192238
25118.86,0.007716709,0.003673998
19952.62,0.007230268,0.002701075
15848.93,0.00731457,0.001861155
12589.25,0.007465572,0.00139313
9999.997,0.007556477,0.001109332
7943.28,0.007592212,0.000904161
6309.571,0.007587922,0.0007389533
5011.871,0.007560259,0.0005962537
3981.07,0.007552803,0.0004675208
3162.276,0.007535358,0.0003607108
2511.885,0.007547178,0.0002534366
1995.261,0.007540603,0.00017296
1584.892,0.007552187,8.724541e-05
1258.925,0.007552907,2.722715e-05
999.9994,0.007564791,-2.415092e-05
794.3277,0.007599666,-8.279186e-05
630.9569,0.00762614,-0.0001203036
501.1869,0.007657818,-0.0001681008
398.1069,0.007689967,-0.0002082075
316.2275,0.007701771,-0.0002470983
251.1884,0.007735014,-0.0002797518
199.5261,0.00779044,-0.000321601
158.4892,0.007832927,-0.0003653029
125.8924,0.007886495,-0.0004156225
99.99991,0.007924946,-0.0004724042
79.43275,0.007976981,-0.0005347292
63.09567,0.008028137,-0.0006033325
50.11867,0.008125024,-0.0006791923
39.81068,0.008231884,-0.0007579752
31.62274,0.008297601,-0.0008344661
25.11884,0.008398545,-0.0009480058
19.9526,0.008537597,-0.00103909
15.84891,0.008676322,-0.001152689
12.58924,0.008792656,-0.00126637
9.999988,0.00901142,-0.001408234
7.943272,0.009186931,-0.001565739
6.309565,0.009390273,-0.001703934
5.011866,0.009556745,-0.001871232
3.981066,0.009831082,-0.002048338
3.162273,0.01001465,-0.00230475
2.511883,0.01021548,-0.002498277
1.995259,0.0104849,-0.002827642
1.584891,0.0106746,-0.003223595
1.258924,0.01085322,-0.003740153
0.999998,0.01102682,-0.004350432
0.794327,0.01121329,-0.005132064
0.630956,0.0114223,-0.006118967
0.501186,0.01168536,-0.007359232
0.398106,0.01190643,-0.008902607
0.316227,0.01216227,-0.01083614
0.251188,0.01237055,-0.01324612
0.199526,0.01256473,-0.01626951
0.158489,0.01274522,-0.02010234
0.125892,0.01288171,-0.02496843
0.1,0.01302098,-0.03108995
0.079433,0.01316791,-0.03884861
0.063096,0.01331231,-0.04866482
0.050119,0.01352902,-0.06100268
0.039811,0.01373807,-0.07655224
0.031623,0.0140819,-0.09608856
0.025119,0.01450414,-0.1205622
0.019953,0.01509075,-0.1513643
0.015849,0.01582866,-0.1900477
0.015,0.01593393,-0.2008066
