Parameter,Value,Error
R_0,0.0072713827167160214,
B_1_0,0.021056463643622358,
B_1_1,1e+32,
B_1_2,60.50526493678518,
B_1_3,0.9906220795845079,
B_1_4,0.6331745017105153,
