Frequency,Real_Error,Imag_Error
50118.72,0.004105241017202069,0.006197199285494576
39810.71,0.00320608260812668,0.0037795941661325693
31622.77,0.002128306365566074,0.002031394633679205
25118.86,0.0011024748512826615,0.0009351498598203084
19952.62,0.00012368998766745798,0.00021443362195124396
15848.93,0.0009214575540613112,5.186764473742722e-05
12589.25,0.0015879833219938772,0.0005074259972807256
9999.997,0.0017015089676993833,0.0011744848394621213
7943.28,0.0013294252459579298,0.0016930447302059108
6309.571,0.0006841621782409935,0.0018849940812993883
5011.871,8.87341419881782e-05,0.0017430170412983496
3981.07,0.0003501679182816714,0.0013789542064072645
3162.276,0.000662164382198252,0.0009795302058697285
2511.885,0.0007625420558360491,0.0005432594657574022
1995.261,0.0007301988279238281,0.00019894996459961407
1584.892,0.0006391508507224003,8.715066555991385e-05
1258.925,0.0004893984070541701,0.0003157978590527834
999.9994,0.0002906405207617896,0.00047644278586627016
794.3277,0.0001728325363132277,0.0005518922028029932
630.9569,7.45818428460332e-06,0.0005992051878045516
501.1869,0.00022650174528711375,0.0006305158916917047
398.1069,0.0003583307298188898,0.0006113501226142608
316.2275,0.0004823778586906524,0.0005823016351396235
251.1884,0.000636574413912197,0.0005108020353541635
199.5261,0.0007078257555250544,0.000451062035531526
158.4892,0.0008079362002305912,0.00035621463143927813
125.8924,0.000952351259625922,0.00027100929518625305
99.99991,0.000938204946029933,0.00020759787973472638
79.43275,0.000960308698083806,0.00011052674200785761
63.09567,0.0009959192268195471,5.20721880697024e-05
50.11867,0.0009641333069779073,0.00011112824249986594
39.81068,0.0009695479979550947,0.00016186664137056786
31.62274,0.000978750539990511,0.000293503053514485
25.11884,0.0005956228792786955,0.00034380797675876915
19.9526,0.000944733150341992,0.0006042367663072271
15.84891,0.0008969557535916939,0.0007264860927326117
12.58924,0.00014913027427146397,0.0009990555031249293
9.999988,0.000789328558269381,0.0012982312136198826
7.943272,0.0003805784430222503,0.0011881436046341232
6.309565,0.0006221173300305083,0.0011648299815073468
5.011866,0.0018373546716751177,0.0006048397737520028
3.981066,3.27758918688692e-05,0.001133247457669781
3.162273,0.0004685128969214303,0.0026064874247256897
2.511883,0.0008372127364893178,0.0017825276350572072
1.995259,0.0023805230717889314,0.002044929685451835
1.584891,0.0026190619641620894,0.001773598926033404
1.258924,0.0024588847219114696,0.0009560339029738851
0.999998,0.0020473078098637576,0.00018513441544895648
0.794327,0.0012386530659536932,0.00023893539741740022
0.630956,0.00016758075070094636,0.0002502342668991575
0.501186,0.0010434203365987105,0.00022227731132284934
0.398106,0.002097602383811875,0.0013163668042035503
0.316227,0.002889729976743749,0.002468067462358503
0.251188,0.0036060396051281474,0.0037114721126477734
0.199526,0.0038778493875352427,0.004457034330465737
0.158489,0.003388993616783853,0.0035618674243297344
0.125892,0.0011312443959376473,0.0006170093309030289
0.1,0.0039053150093349975,0.007924175561730529
