Parameter,Value,Error
R_0,0.0019194151223648557,
B_1_0,0.003237119059507692,
B_1_1,2550.413461470642,
B_1_2,413.9132548929688,
B_1_3,0.9881632296446281,
B_1_4,0.6763977424030929,
