Frequency,Real_Error,Imag_Error
146.7798,4.636587842584382e-05,4.988666974808637e-05
121.1527,3.633107497256994e-05,4.0668522224991973e-05
99.99994,3.767655433989294e-05,3.599292510533219e-05
82.54037,1.9233037494709605e-05,2.849499796800654e-05
68.12917,1.8234536764855872e-05,2.4262725480049386e-05
56.2341,1.5391701787108476e-05,2.146179986804585e-05
46.41586,2.2737099171132348e-05,1.8980702135670566e-05
38.31184,1.9775405151716084e-05,1.4370047060590979e-05
31.62276,1.4284628984563043e-05,1.4037800827116536e-05
26.10155,1.3603679561710342e-05,1.2785735056153227e-05
21.54433,1.0089571550945479e-05,1.0509764454538046e-05
17.78278,7.1229707578144424e-06,1.2230647837349992e-05
14.67798,4.434762073195122e-06,1.2027207823719048e-05
12.11527,1.1859279869328582e-08,1.0986967004465048e-05
9.99999,5.332786663556164e-06,1.5522138782932674e-05
8.254034,6.357042198422511e-06,1.9122425082167542e-05
6.812914,7.378791772694009e-06,2.4179852913180065e-05
5.623407,1.4359640866206703e-05,3.03189179239944e-05
4.641584,1.2605144735881868e-05,3.81259282832154e-05
3.831183,2.0128205922639083e-05,3.0397095328280196e-05
3.162274,2.8182810505049654e-05,3.9973596628602864e-05
2.610154,3.4761322139791745e-05,4.090094514449909e-05
2.154432,5.369172212248965e-05,4.9507486002956316e-05
1.778277,6.256014992477021e-05,4.7125360970631065e-05
1.467797,6.8204000428858e-05,3.226201918548764e-05
1.211526,7.509866091861194e-05,2.3359630190592884e-05
0.999999,7.43318930083621e-05,3.597556435640443e-06
0.825403,7.904166867471821e-05,2.0216272831594757e-05
0.681291,7.500860291110353e-05,4.426308855954978e-05
0.56234,6.79987339198408e-05,5.5507820055962585e-05
0.464158,4.777371194002785e-05,7.771116020800165e-05
0.383118,4.7046978634747265e-05,0.00010533048228619085
0.316227,2.6279303233637998e-05,0.00010958626223795602
0.261015,6.91564627097567e-06,0.00010161313372335397
0.215443,1.2830430688442508e-05,0.00010769903059373908
0.177828,3.531111880593872e-05,0.00011573044469114467
0.14678,4.953815701899938e-05,0.00012944823735382312
0.121153,6.773856295452102e-05,0.0001144007082891094
0.1,8.485993621441769e-05,8.993403849979782e-05
0.08254,0.00010870489491884416,9.108763707120753e-05
0.068129,0.00011891928867752274,7.755990722605778e-05
0.056234,0.00011316940013186838,8.559196760009498e-05
0.046416,9.406054817256808e-05,6.140337720538826e-05
0.038312,7.140438515353337e-05,4.9846889053637225e-05
0.031623,6.168243480334304e-05,6.926326708761588e-06
0.026102,5.446088401124972e-05,3.409577788264506e-06
0.021544,1.8696716995495865e-05,1.763318781437817e-05
0.017783,2.1724394763437526e-05,9.959926536934338e-06
0.014678,4.063607431120013e-05,1.8629467970272817e-05
0.012115,0.00010117862545923556,3.673007905202058e-05
0.01,0.00017962780947415906,5.900264227398644e-05
