Experiment:, 20% SOC
Start date:, Thursday, June 20, 2024
Start time:, 6:58:13 AM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 0.5475594, 0.009941142, , 0.009941142, 100000, 0.001385706, 9.544161e-05, 0.02635236, -0.004720415, 0.05032039, 0.01263548, 0.05188253, 14.09558, 1, 1
1, 0.5475594, 0.009941142, , 0.009941142, 79432.82, 0.000222128, -0.001243862, 0.001089328, -0.02455464, 0.05095791, 0.006785606, 0.05140772, 7.584941, 1, 1
1, 0.5475594, 0.009941142, , 0.009941142, 63095.73, 0.001172131, 0.0001807934, 0.02266412, 0.002832755, 0.05190365, 0.001489715, 0.05192503, 1.644026, 1, 1
1, 0.5475594, 0.009941142, , 0.009941142, 50118.72, 0.0005517951, 0.001014542, 0.009083277, 0.01962283, 0.05329847, -0.003448553, 0.05340991, -3.702029, 1, 1
2, 0.549897, -0.0001758999, , 0.009765242, 39810.71, 0.001103188, 0.0003845587, 0.01854826, 0.009671236, 0.05526278, -0.008081658, 0.05585058, -8.319988, 1, 1
2, 0.549897, -0.0001758999, , 0.009765242, 31622.77, 0.0007098285, -0.00100014, 0.01525003, -0.01399765, 0.05793383, -0.01240666, 0.0592474, -12.08745, 1, 1
2, 0.549897, -0.0001758999, , 0.009765242, 25118.86, -0.0008661086, -0.001014435, -0.00908243, -0.01897726, 0.06126508, -0.0163181, 0.06340103, -14.9146, 1, 1
2, 0.549897, -0.0001758999, , 0.009765242, 19952.62, -0.001409236, 0.0003686889, -0.02126734, -0.0008562274, 0.06545888, -0.01997131, 0.06843769, -16.96679, 1, 1
3, 0.5500528, -0.0009131107, , 0.008852132, 15848.93, 0.0008306981, -0.001314344, 0.01606491, -0.0134175, 0.07071342, -0.02275437, 0.07428425, -17.83729, 1, 1
3, 0.5500528, -0.0009131107, , 0.008852132, 12589.25, -0.0008694622, -0.001404256, -0.005059342, -0.01995928, 0.07648388, -0.02417443, 0.08021338, -17.5403, 1, 1
3, 0.5500528, -0.0009131107, , 0.008852132, 9999.997, -0.001022945, -0.001416471, -0.006766802, -0.01922539, 0.08221916, -0.02426915, 0.0857262, -16.44535, 1, 1
3, 0.5500528, -0.0009131107, , 0.008852132, 7943.28, -0.001765897, -0.0004923644, -0.01746325, -0.01027753, 0.08743117, -0.02326096, 0.09047255, -14.89836, 1, 1
4, 0.549897, -0.0002543266, , 0.008597805, 6309.571, 0.001754973, 0.0007386675, 0.01632512, 0.01187228, 0.09183665, -0.02153998, 0.0943289, -13.19994, 1, 1
4, 0.549897, -0.0002543266, , 0.008597805, 5011.871, 0.001420764, 0.001352083, 0.01150943, 0.0165211, 0.09543358, -0.01951309, 0.09740805, -11.55586, 1, 1
4, 0.549897, -0.0002543266, , 0.008597805, 3981.07, -0.002003606, 0.0001095092, -0.01996142, -0.002426738, 0.09825478, -0.01743101, 0.09978899, -10.05996, 1, 1
4, 0.549897, -0.0002543266, , 0.008597805, 3162.276, -0.001210493, -0.001643311, -0.009300205, -0.01780585, 0.1004068, -0.0155392, 0.1016022, -8.79744, 1, 1
5, 0.549897, -0.000599404, , 0.007998401, 2511.885, -0.001987846, -0.0005757079, -0.01835169, -0.008134264, 0.1021546, -0.01390852, 0.1030971, -7.753239, 1, 1
5, 0.549897, -0.000599404, , 0.007998401, 1995.261, 0.0002667399, 0.002077479, 0.0001342941, 0.02006841, 0.1036042, -0.01259823, 0.1043673, -6.933107, 1, 1
5, 0.549897, -0.000599404, , 0.007998401, 1584.892, 0.002100363, 0.0002513725, 0.01953805, 0.004556192, 0.1048022, -0.01157365, 0.1054394, -6.301825, 1, 1
5, 0.549897, -0.000599404, , 0.007998401, 1258.925, -0.0003158412, -0.00211158, -0.0009335862, -0.02003417, 0.1059036, -0.01083005, 0.1064559, -5.838955, 1, 1
6, 0.5503646, 0.003023909, , 0.01102231, 999.9994, -0.001153291, 0.001820698, -0.0123212, 0.01582534, 0.1069552, -0.01039636, 0.1074593, -5.551875, 1, 1
6, 0.5503646, 0.003023909, , 0.01102231, 794.3277, 0.0009028907, -0.001977548, 0.009997193, -0.01738639, 0.1079202, -0.01012337, 0.108394, -5.3589, 1, 1
6, 0.5503646, 0.003023909, , 0.01102231, 630.9569, -0.002141926, -0.0004740392, -0.01909291, -0.006122404, 0.1089437, -0.01010626, 0.1094114, -5.299928, 1, 1
6, 0.5503646, 0.003023909, , 0.01102231, 501.1869, 0.001325692, -0.001775031, 0.01344021, -0.01487783, 0.1100184, -0.01028228, 0.1104978, -5.339335, 1, 1
6, 0.5503646, 0.003023909, , 0.01102231, 398.1069, 0.0003323566, -0.002212395, 0.004853411, -0.01945525, 0.1110667, -0.01062417, 0.1115737, -5.464046, 1, 1
6, 0.5503646, 0.003023909, , 0.01102231, 316.2275, -0.0003297016, 0.0022368, -0.004873225, 0.01944714, 0.112221, -0.01116755, 0.1127753, -5.683014, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 251.1884, -0.002208728, -0.0006004498, -0.01869866, -0.007235507, 0.1135464, -0.01182524, 0.1141605, -5.945608, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 199.5261, -0.001858822, -0.00138147, -0.01467696, -0.01366513, 0.1147829, -0.0127447, 0.1154883, -6.335773, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 158.4892, -0.002105408, 0.00104233, -0.01888919, 0.006717481, 0.1163679, -0.0137979, 0.1171831, -6.762068, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 125.8924, 0.001766325, 0.001602335, 0.01301544, 0.01524996, 0.1179836, -0.01512904, 0.1189496, -7.307161, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 99.99991, 0.0008941481, 0.002252307, 0.004769769, 0.01947871, 0.1196927, -0.0165946, 0.1208376, -7.893361, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 79.43275, 0.001638769, 0.001842311, 0.01093812, 0.01679792, 0.121629, -0.01835808, 0.1230066, -8.583154, 1, 1
7, 0.5500528, -0.0001288439, , 0.01089347, 63.09567, 0.002514259, 8.649209e-05, 0.01965546, 0.003935007, 0.1238343, -0.02039111, 0.1255019, -9.350671, 1, 1
8, 0.5500528, -0.0001131585, , 0.01078031, 50.11867, 0.002354005, 0.001032239, 0.01665942, 0.01116163, 0.1261764, -0.02257552, 0.1281801, -10.14404, 1, 1
8, 0.5500528, -0.0001131585, , 0.01078031, 39.81068, -0.00246965, -0.0009172919, -0.01711724, -0.01043684, 0.1289964, -0.02506382, 0.1314088, -10.99548, 1, 1
8, 0.5500528, -0.0001131585, , 0.01078031, 31.62274, -0.002705745, -7.964447e-05, -0.01947577, -0.004756025, 0.1320525, -0.02815811, 0.1350213, -12.03714, 1, 1
8, 0.5500528, -0.0001131585, , 0.01078031, 25.11884, 0.001206571, 0.002515441, 0.004389255, 0.01956807, 0.1355586, -0.03125346, 0.1391147, -12.98286, 1, 1
