Experiment:, 20%_SOC
Start date:, Friday, June 21, 2024
Start time:, 6:46:58 AM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 0.5394557, -0.07030503, , -0.07030503, 10000, 0.0005677339, -0.0002491901, 0.004611237, -0.197721, 0.001326557, 0.002840451, 0.00313495, 64.96633, 1, 1
1, 0.5394557, -0.07030503, , -0.07030503, 7943.282, -0.0005030035, 0.0002094472, -0.04694816, 0.1936007, 0.001616823, 0.00220607, 0.002735116, 53.7624, 1, 1
1, 0.5394557, -0.07030503, , -0.07030503, 6309.573, 0.0004342336, -0.0002415978, 0.05737309, -0.1913061, 0.001783229, 0.001735043, 0.002488027, 44.21532, 1, 1
1, 0.5394557, -0.07030503, , -0.07030503, 5011.872, -0.0002251054, 0.0004063632, 0.02525488, 0.198316, 0.001874127, 0.001373748, 0.00232369, 36.24168, 1, 1
2, 0.5419491, 0.006255088, , -0.06404994, 3981.071, -0.0002884416, -0.000338003, -0.1880622, -0.06832922, 0.00193176, 0.001095422, 0.002220731, 29.5558, 1, 1
2, 0.5419491, 0.006255088, , -0.06404994, 3162.277, 0.000231791, -0.0003640269, 0.0303704, -0.1978801, 0.00197294, 0.000868566, 0.002155666, 23.76099, 1, 1
2, 0.5419491, 0.006255088, , -0.06404994, 2511.886, -1.069114e-05, -0.0004218079, -0.07032954, -0.1874579, 0.001991262, 0.0006900397, 0.002107434, 19.11293, 1, 1
2, 0.5419491, 0.006255088, , -0.06404994, 1995.262, -0.0003506503, 0.0002249135, -0.1340593, 0.1488009, 0.002006184, 0.0005490736, 0.002079966, 15.30648, 1, 1
3, 0.5419491, -0.03361704, , -0.09766699, 1584.893, 8.809508e-05, 0.0004025906, 0.08287138, 0.1823621, 0.002011729, 0.0004311183, 0.002057405, 12.09567, 1, 1
3, 0.5419491, -0.03361704, , -0.09766699, 1258.925, -0.0003177269, -0.0002544326, -0.1749803, -0.09741124, 0.00200415, 0.0003383575, 0.002032511, 9.582794, 1, 1
3, 0.5419491, -0.03361704, , -0.09766699, 999.9998, -0.0001758317, -0.0003650157, -0.1095871, -0.1676564, 0.002005736, 0.000262269, 0.00202281, 7.449701, 1, 1
3, 0.5419491, -0.03361704, , -0.09766699, 794.328, 0.0002166653, 0.0003432618, 0.1229323, 0.1581632, 0.002016713, 0.0001976052, 0.002026371, 5.596194, 1, 1
3, 0.5419491, -0.03361704, , -0.09766699, 630.9572, 0.0003062801, -0.0002665491, 0.1407119, -0.142503, 0.002021628, 0.0001530706, 0.002027414, 4.329974, 1, 1
4, 0.542105, -0.000552348, , -0.09821934, 501.1871, 0.0001021306, 0.0003919748, 0.06110338, 0.1907218, 0.002019492, 0.0001115091, 0.002022569, 3.160457, 1, 1
4, 0.542105, -0.000552348, , -0.09821934, 398.107, 0.0002888498, 0.0002839401, 0.1481584, 0.1347794, 0.00202074, 7.820042e-05, 0.002022253, 2.216178, 1, 1
4, 0.542105, -0.000552348, , -0.09821934, 316.2276, -0.0002778674, -0.0002956081, -0.1406163, -0.1425745, 0.002025386, 4.864001e-05, 0.00202597, 1.375704, 1, 1
4, 0.542105, -0.000552348, , -0.09821934, 251.1885, 0.000331174, -0.0002358778, 0.1618039, -0.1180159, 0.00203007, 2.288383e-05, 0.002030199, 0.6458356, 1, 1
4, 0.542105, -0.000552348, , -0.09821934, 199.5261, 0.0003979283, -9.257616e-05, 0.1950701, -0.04542627, 0.002039823, 4.377262e-07, 0.002039823, 0.01229512, 1, 1
4, 0.542105, -0.000552348, , -0.09821934, 158.4892, 0.0001089657, -0.0003947564, 0.05474099, -0.19261, 0.002045106, -1.549974e-05, 0.002045165, -0.434233, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 125.8925, -0.0004075445, 4.61102e-05, -0.1994125, 0.01849816, 0.002047556, -4.129219e-05, 0.002047973, -1.155303, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 99.99994, -0.0003820679, -0.0001535683, -0.1840407, -0.07903797, 0.002055282, -4.823393e-05, 0.002055848, -1.344387, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 79.43277, -0.0004099366, -1.86497e-05, -0.1996585, -0.01511405, 0.002048522, -6.166409e-05, 0.002049449, -1.724183, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 63.09569, -0.0003059606, 0.0002754589, -0.1537371, 0.128303, 0.002054523, -7.712813e-05, 0.00205597, -2.149912, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 50.11869, -0.0003924675, 0.0001401783, -0.1915678, 0.05842035, 0.002078559, -9.786679e-05, 0.002080862, -2.695721, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 39.81069, 0.000382047, -0.0001685585, 0.1871998, -0.07107823, 0.002082507, -0.0001097092, 0.002085395, -3.015628, 1, 1
5, 0.5422608, -0.002309106, , -0.1005284, 31.62275, 0.0003139662, -0.0002796334, 0.1572249, -0.1240342, 0.002095729, -0.0001252441, 0.002099468, -3.420019, 1, 1
6, 0.5422608, 0.00449833, , -0.09603011, 25.11885, -0.0003946949, -0.0001531754, -0.1814725, -0.08472493, 0.00210927, -0.0001406954, 0.002113957, -3.816167, 1, 1
6, 0.5422608, 0.00449833, , -0.09603011, 19.95261, 0.0001702869, -0.0003899618, 0.09354816, -0.1770153, 0.002119441, -0.0001580821, 0.002125329, -4.265603, 1, 1
6, 0.5422608, 0.00449833, , -0.09603011, 15.84892, 0.0001382427, -0.0004082836, 0.08016186, -0.1834924, 0.002144854, -0.0001836196, 0.002152699, -4.893127, 1, 1
6, 0.5422608, 0.00449833, , -0.09603011, 12.58924, -0.0002662532, -0.0003422771, -0.1069892, -0.1692934, 0.002155025, -0.0002108107, 0.002165312, -5.58706, 1, 1
6, 0.5422608, 0.00449833, , -0.09603011, 9.999991, -8.029852e-05, 0.0004319641, -0.05715047, 0.191911, 0.002181957, -0.0002313642, 0.002194189, -6.052752, 1, 1
6, 0.5422608, 0.00449833, , -0.09603011, 7.943275, 6.712324e-05, -0.0004395146, 0.0527886, -0.1932039, 0.002205176, -0.0002550927, 0.002219881, -6.598593, 1, 1
7, 0.5422608, 0.005000262, , -0.09102985, 6.309568, 0.0001443481, 0.0004297715, 0.03970869, 0.1963233, 0.002245935, -0.0002809905, 0.002263444, -7.131262, 1, 1
7, 0.5422608, 0.005000262, , -0.09102985, 5.011868, -0.0004564775, -5.169742e-05, -0.1939664, -0.04983857, 0.002271878, -0.0003172185, 0.002293917, -7.948723, 1, 1
7, 0.5422608, 0.005000262, , -0.09102985, 3.981068, 5.130893e-05, -0.0004703943, 0.05127406, -0.1936161, 0.002335881, -0.0003535924, 0.002362492, -8.607761, 1, 1
8, 0.5422608, -0.02422152, , -0.1152514, 3.162275, 0.0004609637, -0.0001242711, 0.1992398, -0.02061223, 0.002352957, -0.0003803026, 0.002383492, -9.181177, 1, 1
8, 0.5422608, -0.02422152, , -0.1152514, 2.511884, 0.0003449547, 0.0003431446, 0.1156148, 0.1635296, 0.0023934, -0.0004173091, 0.002429508, -9.890568, 1, 1
9, 0.5422608, -0.01217518, , -0.1274265, 1.99526, -2.817078e-06, 0.0004985346, -0.03939359, 0.1963907, 0.002443063, -0.0004757046, 0.002488946, -11.01856, 1, 1
9, 0.5422608, -0.01217518, , -0.1274265, 1.584892, -0.0002809039, 0.0004213613, -0.1441781, 0.139052, 0.002469702, -0.0005406113, 0.002528179, -12.34715, 1, 1
10, 0.5422608, -0.0288487, , -0.1562752, 1.258924, -0.0004449604, 0.0002590744, -0.1922695, 0.05605557, 0.002495024, -0.0006200382, 0.002570913, -13.95586, 1, 1
11, 0.5424166, -0.006795112, , -0.1630704, 0.999999, -0.0005206723, 6.429262e-05, -0.1979405, -0.03071974, 0.002519358, -0.0007158043, 0.002619073, -15.861, 1, 1
12, 0.5424166, 0.04833885, , -0.1147315, 0.794327, -0.0005308245, -7.777997e-05, -0.1790542, -0.08978989, 0.002542959, -0.0008408183, 0.002678361, -18.29624, 1, 1
13, 0.5424166, 0.07947424, , -0.03525727, , , , , , , , , , 1, 1
14, 0.5419491, -0.1384421, , -0.1736994, 0.630957, -0.0005189957, -0.0001849629, -0.1509646, -0.1315996, 0.002560314, -0.001006682, 0.002751112, -21.4641, 1, 1
15, 0.54304, 0.1786683, , 0.00496889, , , , , , , , , , 1, 1
16, 0.5419491, -0.1830669, , -0.178098, 0.501187, -0.0005048495, -0.000269829, -0.1191231, -0.1610335, 0.002581887, -0.001225131, 0.002857812, -25.3848, 1, 1
17, 0.54304, 0.2051922, , 0.02709418, , , , , , , , , , 1, 1
18, 0.5424166, -0.1265997, , -0.09950554, , , , , , , , , , 1, 1
19, 0.542105, -0.02723311, , -0.1267386, 0.398107, -0.0005023698, -0.0003304178, -0.09004327, -0.1789278, 0.002600904, -0.001498794, 0.003001847, -29.95307, 1, 1
20, 0.5435075, 0.2264302, , 0.09969152, , , , , , , , , , 1, 1
21, 0.5424166, -0.1633975, , -0.063706, , , , , , , , , , 1, 1
22, 0.5419491, -0.1060676, , -0.1697736, 0.316227, -0.0005273955, -0.0003696234, -0.06815853, -0.1883228, 0.002631569, -0.001848059, 0.003215661, -35.07903, 1, 1
23, 0.5431958, 0.2378805, , 0.06810685, , , , , , , , , , 1, 1
24, 0.5436634, 0.09037555, , 0.1584824, , , , , , , , , , 1, 1
25, 0.5424166, -0.2404125, , -0.08193011, , , , , , , , , , 1, 1
26, 0.5419491, -0.09496239, , -0.1768925, 0.251188, -0.0005767021, -0.0004011019, -0.05024062, -0.1939025, 0.002660578, -0.002284823, 0.003507006, -40.65497, 1, 1
27, 0.54304, 0.2143054, , 0.03741289, , , , , , , , , , 1, 1
28, 0.5439751, 0.2157955, , 0.2532084, , , , , , , , , , 1, 1
29, 0.5433517, -0.08046914, , 0.1727393, , , , , , , , , , 1, 1
30, 0.542105, -0.2667796, , -0.09404032, , , , , , , , , , 1, 1
31, 0.5419491, -0.09079009, , -0.1848304, 0.199526, -0.0006505707, -0.0004334876, -0.03529321, -0.1971801, 0.002702411, -0.002815669, 0.003902694, -46.17583, 1, 1
32, 0.5428841, 0.1770841, , -0.007746322, , , , , , , , , , 1, 1
33, 0.5439751, 0.2698472, , 0.2621009, , , , , , , , , , 1, 1
34, 0.5442867, 0.115927, , 0.3780278, , , , , , , , , , 1, 1
35, 0.5435075, -0.1443242, , 0.2337037, , , , , , , , , , 1, 1
36, 0.5424166, -0.2733988, , -0.03969509, , , , , , , , , , 1, 1
37, 0.5419491, -0.1536412, , -0.1933363, 0.158489, -0.000754022, -0.0004590396, -0.02345749, -0.198897, 0.002717236, -0.003470552, 0.004407732, -51.94117, 1, 1
38, 0.5424166, 0.0821878, , -0.1111485, , , , , , , , , , 1, 1
39, 0.5438192, 0.2456604, , 0.1345119, , , , , , , , , , 1, 1
40, 0.5445984, 0.2628829, , 0.3973947, , , , , , , , , , 1, 1
41, 0.5450659, 0.1237853, , 0.52118, , , , , , , , , , 1, 1
42, 0.5444425, -0.08922156, , 0.4319585, , , , , , , , , , 1, 1
43, 0.5435075, -0.2496355, , 0.182323, , , , , , , , , , 1, 1
44, 0.5422608, -0.262168, , -0.07984506, , , , , , , , , , 1, 1
45, 0.5422608, -0.1194001, , -0.1992452, 0.125892, -0.0008977393, -0.0004963246, -0.01353787, -0.1998428, 0.002775155, -0.004304231, 0.005121317, -57.18808, 1, 1
46, 0.5427284, 0.07417259, , -0.1250726, , , , , , , , , , 1, 1
47, 0.5436634, 0.2184463, , 0.09337372, , , , , , , , , , 1, 1
48, 0.5447543, 0.2789604, , 0.3723341, , , , , , , , , , 1, 1
49, 0.5452218, 0.23272, , 0.6050541, , , , , , , , , , 1, 1
50, 0.5455334, 0.0973869, , 0.702441, , , , , , , , , , 1, 1
51, 0.5450659, -0.07541846, , 0.6270225, , , , , , , , , , 1, 1
52, 0.5441309, -0.2195824, , 0.4074401, , , , , , , , , , 1, 1
53, 0.5431958, -0.2802062, , 0.127234, , , , , , , , , , 1, 1
54, 0.5424166, -0.2339972, , -0.1067633, , , , , , , , , , 1, 1
55, 0.5422608, -0.09857002, , -0.2053333, 0.1, -0.001085547, -0.0005327467, -0.004673797, -0.2002625, 0.002785233, -0.005355617, 0.006036568, -62.52294, 1, 1
56, 0.5425725, 0.0596166, , -0.1457167, , , , , , , , , , 1, 1
57, 0.5433517, 0.1839229, , 0.03820621, , , , , , , , , , 1, 1
58, 0.5445984, 0.2631966, , 0.3014028, , , , , , , , , , 1, 1
59, 0.5455334, 0.2781134, , 0.5795162, , , , , , , , , , 1, 1
60, 0.5461568, 0.2250028, , 0.8045189, , , , , , , , , , 1, 1
61, 0.5464685, 0.1169151, , 0.9214341, , , , , , , , , , 1, 1
62, 0.5463127, -0.01984531, , 0.9015888, , , , , , , , , , 1, 1
63, 0.5453776, -0.1519786, , 0.7496102, , , , , , , , , , 1, 1
