Frequency,Real_Error,Imag_Error
158.4892,4.3227130223917e-05,4.441075578806309e-05
125.8925,3.833483669581387e-05,2.5861694736599563e-05
99.99994,3.783080773202925e-05,2.7039120847846585e-05
79.43277,2.1845744680596205e-05,2.2709757395300586e-05
63.09569,1.7506338669362118e-05,1.7446832660668478e-05
50.11869,2.99517420702727e-05,8.142638343377131e-06
39.81069,2.0907790707964946e-05,9.117159041779367e-06
31.62275,1.9567119115492925e-05,7.948797933929596e-06
25.11885,1.6784825767364366e-05,8.601367708479233e-06
19.95261,8.657069884496216e-06,9.265723941292167e-06
15.84892,1.3557145391038163e-05,3.954336795527932e-06
12.58924,7.57338778028735e-07,5.786190650287795e-07
9.999991,2.0051655263307253e-06,4.308286584516304e-06
7.943275,3.5727710492876492e-06,9.296122876857019e-06
6.309568,4.530042915377834e-06,1.5858053148708467e-05
5.011868,7.089901680998149e-06,1.5827139915154003e-05
3.981068,1.3684426429943792e-05,1.8528512769638785e-05
3.162275,1.763008517726523e-05,3.23161302093985e-05
2.511884,2.831233045728302e-05,3.633351573631595e-05
1.99526,2.8577447068687742e-05,2.068654942690638e-05
1.584892,4.670580096792672e-05,4.372485942342021e-06
1.258924,5.8487418532154976e-05,1.4042432513320866e-05
0.999999,6.305980995748202e-05,2.850886806373982e-05
0.794327,6.11272126559443e-05,4.361077720944808e-05
0.630957,5.9847372458686314e-05,6.224317648622594e-05
0.501187,5.047275663060211e-05,8.653243119409286e-05
0.398107,4.1269238609564426e-05,0.0001078170479652293
0.316227,1.9233702551537356e-05,0.0001326380351282016
0.251188,1.3758396641186908e-06,0.000155572430414416
0.199526,3.425186544417369e-05,0.00016136324440687091
0.158489,3.8860319294016076e-05,0.00015238091974113495
0.125892,8.461536768476384e-05,0.00014858951605511376
0.1,7.98464979746504e-05,0.00014508194306397763
0.079433,8.364904197189545e-05,0.00013715693664321463
0.063096,8.264616596714586e-05,0.00013635802051300584
0.050119,8.032329188204868e-05,0.00011686482432787804
0.039811,3.5398746315095514e-05,8.024729093618864e-05
0.031623,3.652985966468968e-05,9.237953649861297e-05
0.025119,1.0749697673973716e-05,3.6115171917018574e-05
0.019953,3.114981420128046e-05,2.2436436449571606e-05
0.015849,7.268689278518191e-05,1.0989600866269378e-05
0.012589,0.00013497980682466645,7.690122877702932e-05
0.01,0.0001329194159597636,0.00012763800319797597
