# freq,Re(Z),Im(Z)
1.584892000000000110e+02,2.001878869776083092e-03,-5.991049578806309088e-05
1.258924999999999983e+02,2.009221163304185983e-03,-6.715388473659956016e-05
9.999993999999999517e+01,2.017451192267970608e-03,-7.527305084784658600e-05
7.943277000000000498e+01,2.026676255319403899e-03,-8.437384739530059019e-05
6.309568999999999761e+01,2.037016661330637822e-03,-9.457496266066848481e-05
5.011869000000000085e+01,2.048607257929727088e-03,-1.060094283433771331e-04
3.981069000000000102e+01,2.061599209292034988e-03,-1.188263590417793707e-04
3.162274999999999991e+01,2.076161880884507243e-03,-1.331928979339295984e-04
2.511884999999999835e+01,2.092485174232635529e-03,-1.492967677084792413e-04
1.995260999999999996e+01,2.110783930115503904e-03,-1.673478239412921561e-04
1.584891999999999967e+01,2.131296854608961695e-03,-1.875739367955279384e-04
1.258924000000000021e+01,2.154267661221971348e-03,-2.102320809349712111e-04
9.999990999999999630e+00,2.179951834473669268e-03,-2.356724865845163074e-04
7.943274999999999864e+00,2.208748771049287747e-03,-2.643888228768570439e-04
6.309567999999999621e+00,2.241404957084622285e-03,-2.968485531487084794e-04
5.011867999999999768e+00,2.278967901680998328e-03,-3.330456399151539813e-04
3.981068000000000051e+00,2.322196573570056363e-03,-3.721209127696387706e-04
3.162275000000000169e+00,2.370587085177265369e-03,-4.126187302093984937e-04
2.511883999999999784e+00,2.421712330457282975e-03,-4.536426157363159699e-04
1.995260000000000034e+00,2.471640447068687834e-03,-4.963911494269063933e-04
1.584891999999999967e+00,2.516407800967926552e-03,-5.449837859423419927e-04
1.258923999999999932e+00,2.553511418532155176e-03,-6.059957674866791504e-04
9.999989999999999712e-01,2.582417809957482206e-03,-6.872954319362601814e-04
7.943270000000000053e-01,2.604086212655944317e-03,-7.972075227905519234e-04
6.309569999999999901e-01,2.620161372458686480e-03,-9.444388235137741268e-04
5.011870000000000491e-01,2.632359756630602270e-03,-1.138598568805907103e-03
3.981069999999999887e-01,2.642173238609564229e-03,-1.390976952034770611e-03
3.162269999999999803e-01,2.650802702551537191e-03,-1.715420964871798397e-03
2.511880000000000224e-01,2.659202160335881124e-03,-2.129250569585584060e-03
1.995260000000000089e-01,2.668159134555826359e-03,-2.654305755593128896e-03
1.584889999999999910e-01,2.678375680705983967e-03,-3.318171080258865060e-03
1.258920000000000039e-01,2.690539632315236233e-03,-4.155641483944886617e-03
1.000000000000000056e-01,2.705386502025349405e-03,-5.210535056936022383e-03
7.943300000000000360e-02,2.723757958028104591e-03,-6.538105063356785748e-03
6.309599999999999931e-02,2.746656834032854162e-03,-8.207827979486994122e-03
5.011899999999999689e-02,2.775308708117951197e-03,-1.030709517567212144e-02
3.981099999999999917e-02,2.811231253684904653e-03,-1.294576270906381069e-02
3.162299999999999833e-02,2.856318140335310264e-03,-1.626195046350138729e-02
2.511899999999999897e-02,2.912940302326026340e-03,-2.042922482808297996e-02
1.995299999999999851e-02,2.984066814201280678e-03,-2.566527356355042741e-02
1.584899999999999851e-02,3.073448892785182046e-03,-3.224522960086626672e-02
1.258899999999999950e-02,3.185781806824666482e-03,-4.051332122877703001e-02
1.000000000000000021e-02,3.326940415959763614e-03,-5.089983800319797941e-02
