Parameter,Value,Error
R_0,0.001941150328541972,
B_1_0,0.002830686052439307,
B_1_1,2551.1355402078884,
B_1_2,414.602210725927,
B_1_3,0.9913663786123857,
B_1_4,0.736329373249882,
