100000,0.05060206,0.0133942,
79432.82,0.05108283,0.007791462,
63095.73,0.05196737,0.002775655,
50118.72,0.0531344,-0.001823184,
39810.71,0.05491123,-0.006091058,
31622.77,0.05725608,-0.0100059,
25118.86,0.06015779,-0.01348704,
19952.62,0.06380063,-0.01670316,
15848.93,0.06835236,-0.01913594,
12589.25,0.07328567,-0.02034849,
9999.997,0.07814667,-0.02041966,
7943.28,0.08253162,-0.01959137,
6309.571,0.08620961,-0.01819831,
5011.871,0.08922486,-0.01659252,
3981.07,0.09160366,-0.01493477,
3162.276,0.09337558,-0.01339009,
2511.885,0.09493472,-0.01218153,
1995.261,0.09625842,-0.01118362,
1584.892,0.09736791,-0.01044181,
1258.925,0.09839691,-0.009987799,
999.9994,0.09944839,-0.009682154,
794.3277,0.1003148,-0.009660001,
630.9569,0.101427,-0.009810326,
501.1869,0.1024277,-0.01000977,
398.1069,0.1036548,-0.01044241,
316.2275,0.1047479,-0.01107203,
251.1884,0.1060032,-0.01179134,
199.5261,0.1074328,-0.01271659,
158.4892,0.1089096,-0.01374181,
125.8924,0.1106419,-0.0150889,
99.99991,0.1124201,-0.01644125,
79.43275,0.1143932,-0.01812757,
63.09567,0.1165622,-0.0201231,
50.11867,0.1189611,-0.02218907,
39.81068,0.1216856,-0.02454817,
31.62274,0.1246365,-0.02744256,
25.11884,0.128235,-0.03052847,
19.9526,0.1314895,-0.03409193,
15.84891,0.1354981,-0.03812967,
12.58924,0.1406126,-0.04304244,
9.999988,0.1450071,-0.04761725,
7.943272,0.1508215,-0.05306726,
6.309565,0.1577489,-0.05977839,
5.011866,0.1656654,-0.06568749,
3.981066,0.1714052,-0.07236895,
3.162273,0.1794702,-0.08008834,
2.511883,0.1847771,-0.09071881,
1.995259,0.1894651,-0.1026772,
1.584891,0.1934344,-0.1187037,
1.258924,0.1964437,-0.140213,
0.999998,0.1987191,-0.1683835,
0.794327,0.2007159,-0.2049485,
0.630956,0.2023402,-0.2520988,
0.501186,0.2040589,-0.3120035,
0.398106,0.2059245,-0.3880441,
0.316227,0.2080206,-0.4840793,
0.251188,0.2107417,-0.6053477,
0.199526,0.2137894,-0.7575061,
0.158489,0.2176433,-0.9488953,
0.125892,0.2224962,-1.189157,
0.1,0.2317021,-1.491171,
0.079433,0.2421639,-1.870808,
0.063096,0.254718,-2.350667,
0.050119,0.2695774,-2.953743,
0.039811,0.2886432,-3.713395,
0.031623,0.3133743,-4.671446,
0.025119,0.3445807,-5.877474,
0.019953,0.3846765,-7.39543,
0.015849,0.4356259,-9.315845,
0.015,0.4390162,-9.853413,
