Parameter,Value,Error
R_0,0.0019374698966758137,
B_1_0,0.0027978119861575934,
B_1_1,2551.229182155222,
B_1_2,412.03230724558216,
B_1_3,0.9788553886659425,
B_1_4,0.7958498868978396,
