Frequency,Real_Error,Imag_Error
199.5261,4.140004522164287e-05,5.1204396568415537e-05
158.4892,3.589659305122195e-05,4.766566526528589e-05
125.8925,3.338345301442903e-05,4.627614351852389e-05
99.99994,2.713175521006474e-05,3.0121413073660636e-05
79.43277,1.5252150472534927e-05,3.0375292862020042e-05
63.09569,5.229674193187213e-06,1.7988102052956693e-05
50.11869,1.7869504533574426e-05,1.6010871388225334e-05
39.81069,7.958700691584799e-06,1.837372459419074e-05
31.62275,7.549831360031522e-06,1.0365267615718838e-05
25.11885,2.3036096558201255e-06,1.4257271604147588e-05
19.95261,5.034831579114277e-06,1.1831926804708434e-05
15.84892,3.049638618139467e-06,1.2093419366733337e-05
12.58924,1.2773098693576526e-06,1.7635231945226836e-05
9.999991,1.2576210996794943e-05,1.2981187617783658e-05
7.943275,1.0559698498881394e-06,3.6661810818191675e-05
6.309568,1.605763129719105e-05,2.276599261783076e-05
5.011868,2.9306258679102654e-05,1.8650660308806432e-05
3.981068,1.545573478706685e-05,2.8296399727602175e-05
3.162275,3.3002975227102924e-05,3.3379876102110394e-05
2.511884,4.911844232209639e-05,3.631498743727514e-05
1.99526,5.17459941135087e-05,3.452939995841382e-05
1.584892,7.045820691353602e-05,2.4145378495035925e-05
1.258924,7.394829415596554e-05,2.1446803368322547e-05
0.999999,8.964422104704162e-05,1.942879656592416e-05
0.794327,9.909607353335813e-05,1.1490502705716749e-05
0.630957,9.084834710156118e-05,2.305936361096921e-06
0.501187,9.7579474004635e-05,4.905983123893419e-08
0.398107,8.333939087261464e-05,3.33393615562041e-05
0.316227,7.02629603435887e-05,1.7420361729796486e-05
0.251188,3.560007860789298e-05,4.499776824047272e-05
0.199526,6.135441665333641e-06,2.4515602704159277e-05
0.158489,1.7902868730644474e-05,1.6909443802107325e-05
0.125892,5.344689279429592e-05,2.086308967908391e-05
0.1,6.265193798368502e-05,2.3689364420935617e-05
0.079433,9.151863638650693e-05,2.7073158556209682e-05
0.063096,0.00010015466611485889,3.861781506375728e-05
0.050119,0.00010352032780911423,8.792618630446176e-05
0.039811,9.991684580510024e-05,9.996665636188146e-05
0.031623,0.00010050134134340387,0.00012373159554270388
0.025119,7.506790963014319e-05,0.00012291007493817757
0.019953,6.16933291473212e-05,7.891207367053538e-05
0.015849,3.6475676682995884e-05,4.726525835478321e-05
0.012589,1.9041313565784472e-06,3.336295868448802e-05
0.01,5.9633247881187706e-05,0.0001820393805178483
