# freq,Re(Z),Im(Z)
1.258924999999999955e+03,7.764980084497335663e-03,-1.357145529075469447e-04
9.999994000000000369e+02,7.781699132583157555e-03,-1.519406603791183990e-04
7.943277000000000498e+02,7.800417102192672321e-03,-1.701067536264458900e-04
6.309569000000000187e+02,7.821372996579601874e-03,-1.904447891856339515e-04
5.011868999999999801e+02,7.844834379032369909e-03,-2.132144415699165996e-04
3.981068999999999960e+02,7.871100819770403267e-03,-2.387064485384484498e-04
3.162275000000000205e+02,7.900507706992720633e-03,-2.672463097808078941e-04
2.511884000000000015e+02,7.933430490951857289e-03,-2.991984058596094064e-04
1.995261000000000138e+02,7.970289464876849014e-03,-3.349706381738372612e-04
1.584892000000000110e+02,8.011555382706609524e-03,-3.750198810602518103e-04
1.258923999999999950e+02,8.057755131065585247e-03,-4.198574865378040658e-04
9.999990999999999985e+01,8.109478409220018807e-03,-4.700557673135868399e-04
7.943274999999999864e+01,8.167385802784202925e-03,-5.262558324456915841e-04
6.309566999999999837e+01,8.232216649960377719e-03,-5.891752216595877618e-04
5.011867000000000161e+01,8.304798685272469366e-03,-6.596172646157772443e-04
3.981067999999999785e+01,8.386058592819940760e-03,-7.384813261555370732e-04
3.162274000000000029e+01,8.477034133909952182e-03,-8.267745442466280801e-04
2.511883999999999872e+01,8.578886469166550205e-03,-9.256238119050220385e-04
1.995260000000000034e+01,8.692915728945453321e-03,-1.036292534237345407e-03
1.584891000000000005e+01,8.820582861730628249e-03,-1.160196702703609334e-03
1.258924000000000021e+01,8.963532320093527822e-03,-1.298897191630613533e-03
9.999988000000000099e+00,9.123528807216209346e-03,-1.454097951312348456e-03
7.943272000000000332e+00,9.302357542027643936e-03,-1.627883361620333178e-03
6.309565000000000090e+00,9.502231511430132491e-03,-1.823202731631765701e-03
5.011866000000000376e+00,9.727030764631194523e-03,-2.043629695007022351e-03
3.981066000000000216e+00,9.983123351578073942e-03,-2.291264652014307450e-03
3.162272999999999890e+00,1.027743567894503704e-02,-2.563603895344738256e-03
2.511883000000000088e+00,1.061201090245733267e-02,-2.852605140016453537e-03
1.995258999999999894e+00,1.097781020391559205e-02,-3.149168145636120717e-03
1.584891000000000050e+00,1.135304905124222274e-02,-3.452677612521274936e-03
1.258923999999999932e+00,1.170942204488275434e-02,-3.780113811820250656e-03
9.999980000000000535e-01,1.202296610100620985e-02,-4.168124440082321761e-03
7.943270000000000053e-01,1.228192722631962254e-02,-4.667392569025136280e-03
6.309559999999999613e-01,1.248740385589950513e-02,-5.335149521949348293e-03
5.011860000000000204e-01,1.264889625626439140e-02,-6.231422156010264085e-03
3.981060000000000154e-01,1.277917750120974479e-02,-7.420241427474605356e-03
3.162269999999999803e-01,1.289093402181373804e-02,-8.973982055395004695e-03
2.511880000000000224e-01,1.299539786704302646e-02,-1.097905341378473641e-02
1.995260000000000089e-01,1.310224532673944300e-02,-1.354201108252714621e-02
1.584889999999999910e-01,1.322008572484884188e-02,-1.679633585041030372e-02
1.258920000000000039e-01,1.335712114429963432e-02,-2.090992230038634866e-02
1.000000000000000056e-01,1.352181944774404412e-02,-2.609397103440371651e-02
7.943300000000000360e-02,1.372358132375442984e-02,-3.261458155694054589e-02
6.309599999999999931e-02,1.397336613060112982e-02,-4.080598045457606987e-02
5.011899999999999689e-02,1.428437516273341548e-02,-5.108797518196835780e-02
3.981099999999999917e-02,1.467280085539026183e-02,-6.398737684903289813e-02
3.162299999999999833e-02,1.515871439099404638e-02,-8.016525179391546796e-02
2.511899999999999897e-02,1.576712038462677740e-02,-1.004505764480732727e-01
1.995299999999999851e-02,1.652920010284767913e-02,-1.258807336053089365e-01
1.584899999999999851e-02,1.748420357378099171e-02,-1.577640354198277528e-01
1.499999999999999944e-02,1.774627516547944844e-02,-1.665151332749471857e-01
