100000,0.007885026,0.01134565
79432.82,0.007804933,0.008938778
63095.73,0.007738538,0.007026453
50118.72,0.00773513,0.005531744
39810.71,0.007750162,0.004360273
31622.77,0.007797244,0.003445462
25118.86,0.007822766,0.002746638
19952.62,0.007817374,0.00220288
15848.93,0.007806183,0.001786761
12589.25,0.007788995,0.001458586
9999.997,0.007758121,0.001183824
7943.28,0.007725927,0.0009600961
6309.571,0.007693694,0.0007662154
5011.871,0.007660751,0.0006001493
3981.07,0.007646016,0.0004531517
3162.276,0.00763454,0.0003173375
2511.885,0.00765742,0.0002231222
1995.261,0.007650917,0.0001461946
1584.892,0.007689392,5.626823e-05
1258.925,0.007691622,-1.625822e-05
999.9994,0.0077172,-6.191996e-05
794.3277,0.00777179,-0.0001128064
630.9569,0.00777763,-0.0001593985
501.1869,0.007797619,-0.0001875972
398.1069,0.00783217,-0.0002237412
316.2275,0.007880425,-0.0002699608
251.1884,0.007908562,-0.000311665
199.5261,0.007968221,-0.0003510503
158.4892,0.008013579,-0.0004075906
125.8924,0.008068479,-0.0004458138
99.99991,0.008112849,-0.0004921411
79.43275,0.008164605,-0.0005519237
63.09567,0.008225231,-0.0006161992
50.11867,0.008308687,-0.0006927262
39.81068,0.008409929,-0.0007937604
31.62274,0.008502303,-0.000847621
25.11884,0.008623947,-0.0009755192
19.9526,0.008737238,-0.001039798
15.84891,0.00886206,-0.001183437
12.58924,0.009014776,-0.001300971
9.999988,0.00919326,-0.001409791
7.943272,0.00939645,-0.001573118
6.309565,0.00958211,-0.001749534
5.011866,0.00983227,-0.001986557
3.981066,0.01010447,-0.002067868
3.162273,0.01038598,-0.002400304
2.511883,0.01060975,-0.002617086
1.995259,0.01086494,-0.002822046
1.584891,0.0111785,-0.003151376
1.258924,0.01141504,-0.003552599
0.999998,0.01159698,-0.003988703
0.794327,0.01180126,-0.004622831
0.630956,0.01200286,-0.00536792
0.501186,0.01222715,-0.006344339
0.398106,0.01248281,-0.007596112
0.316227,0.01271833,-0.009182081
0.251188,0.01300434,-0.01120404
0.199526,0.0132421,-0.0136646
0.158489,0.01345703,-0.01692559
0.125892,0.01368161,-0.02090484
0.1,0.01384773,-0.02602235
0.079433,0.01405459,-0.03235476
0.063096,0.01430634,-0.04048404
0.050119,0.01458087,-0.05067644
0.039811,0.01492129,-0.06350223
0.031623,0.0153189,-0.07979754
0.025119,0.01580174,-0.1001642
0.019953,0.01656315,-0.125786
0.015849,0.01743523,-0.1580153
0.015,0.01771078,-0.1671078
