# freq,Re(Z),Im(Z)
1.584893000000000029e+04,9.025404975816146702e-02,-8.294157386201100532e-03
1.258925000000000000e+04,9.151432441041364163e-02,-1.024255219778122221e-02
9.999996999999999389e+03,9.347771702024494644e-02,-1.227096517864977726e-02
7.943279999999999745e+03,9.624394994771251488e-02,-1.403738397269488347e-02
6.309570999999999913e+03,9.966068955692357345e-02,-1.511615641554169172e-02
5.011871000000000095e+03,1.032823880332836841e-01,-1.523571510222065245e-02
3.981070000000000164e+03,1.065792127015695034e-01,-1.447890064918453887e-02
3.162275999999999840e+03,1.092266278255119016e-01,-1.321136726542095595e-02
2.511885000000000218e+03,1.111918929431163494e-01,-1.183293766287807358e-02
1.995260999999999967e+03,1.126192001760915884e-01,-1.061185803524019276e-02
1.584892000000000053e+03,1.136926233915802054e-01,-9.669779473393242883e-03
1.258924999999999955e+03,1.145663358317723091e-01,-9.033930758139543243e-03
9.999994000000000369e+02,1.153496982500805818e-01,-8.687594498947147359e-03
7.943277000000000498e+02,1.161149919735073449e-01,-8.600361573948413912e-03
6.309569000000000187e+02,1.169093391814249872e-01,-8.742295955633902493e-03
5.011868999999999801e+02,1.177644449246556813e-01,-9.089245860046559281e-03
3.981068999999999960e+02,1.187032574674057178e-01,-9.624099648192850631e-03
3.162275000000000205e+02,1.197441891910080020e-01,-1.033647008949079363e-02
2.511884000000000015e+02,1.209037146822118797e-01,-1.122192059110637720e-02
1.995261000000000138e+02,1.221979699651757068e-01,-1.228118193880826589e-02
1.584892000000000110e+02,1.236437709272744934e-01,-1.351951959570431294e-02
1.258923999999999950e+02,1.252592743550081100e-01,-1.494625691688639298e-02
9.999990999999999985e+01,1.270644540797412347e-01,-1.657447591243243340e-02
7.943274999999999864e+01,1.290815530385791277e-01,-1.842092545367651768e-02
6.309566999999999837e+01,1.313356145224071903e-01,-2.050577567466377316e-02
5.011867000000000161e+01,1.338541805521937522e-01,-2.285197773164474380e-02
3.981067999999999785e+01,1.366652444645611586e-01,-2.548699996058331751e-02
3.162274000000000029e+01,1.397996939206427036e-01,-2.845003080667610554e-02
2.511883999999999872e+01,1.433072413355730990e-01,-3.179422971294139366e-02
1.995260000000000034e+01,1.472746187742026980e-01,-3.556354880505351035e-02
1.584891000000000005e+01,1.518107412813545498e-01,-3.974615333507772186e-02
1.258924000000000021e+01,1.569773816781073195e-01,-4.424729044420709634e-02
9.999988000000000099e+00,1.626950937263706987e-01,-4.893554641562885416e-02
7.943272000000000332e+00,1.687014979352898236e-01,-5.377161031721536949e-02
6.309565000000000090e+00,1.746247998224120523e-01,-5.894730286228243993e-02
5.011866000000000376e+00,1.801385447579585686e-01,-6.492889491653461298e-02
3.981066000000000216e+00,1.850823589612279885e-01,-7.238085951479610036e-02
3.162272999999999890e+00,1.894754467824258659e-01,-8.205428347419604918e-02
2.511883000000000088e+00,1.934522379217367694e-01,-9.472929092708477772e-02
1.995258999999999894e+00,1.971876151255014531e-01,-1.112304000460768993e-01
1.584891000000000050e+00,2.008491419513241949e-01,-1.324866619005899693e-01
1.258923999999999932e+00,2.045782884678067071e-01,-1.596089636629441089e-01
1.000000000000000000e+00,2.084889326026602430e-01,-1.939720557241901844e-01
