Frequency,Real_Error,Imag_Error
15848.93,0.0075710797581614725,0.0043722923862011005
12589.25,0.0038412744104136393,0.0015913891977812223
9999.997,0.0008112970202449471,0.000730735178649777
7943.28,0.0011185600522874845,0.0011514339726948833
6309.571,0.0017004104430764222,0.001989016415541691
5011.871,0.0013833119667163163,0.0025357951022206525
3981.07,0.0007005872984304912,0.002527360649184539
3162.276,6.227217448809275e-05,0.0020989272654209565
2511.885,0.0003111929431163507,0.0015026576628780729
1995.261,0.0003543001760915876,0.0008966180352401928
1584.892,0.0002874233915802077,0.0004220514733932427
1258.925,0.0001490358317723095,7.484275813954278e-05
999.9994,8.970174991941582e-05,0.00013951650105285297
794.3277,0.00023610802649265406,0.00023880442605158682
630.9569,0.00041626081857501496,0.0003226320443660974
501.1869,0.0006171550753443222,0.0003423021399534404
398.1069,0.0007763425325942874,0.0002710243518071493
316.2275,0.0007963108089919929,0.00024571991050920637
251.1884,0.0009522853177881263,0.00017731940889362252
199.5261,0.0009426300348242961,4.253806119173392e-05
158.4892,0.0009725290727255059,6.364959570431296e-05
125.8924,0.0009723256449918893,0.00010717691688639369
99.99991,0.0007890459202587741,0.00028674591243243314
79.43275,0.0007074469614208601,0.00028258545367651836
63.09567,0.0008330854775928098,0.00036310567466377175
50.11867,0.0006732194478062392,0.00039566773164474364
39.81068,0.0004947555354388455,0.00042230996058331693
31.62274,0.0005791060793572944,0.00045586080667610676
25.11884,0.00046735866442690344,0.0009935997129413947
19.9526,0.00028838122579730174,0.0004701888050535133
15.84891,0.00014665871864544267,0.0005716033350777194
12.58924,0.00014758167810732803,0.0009152004442070996
9.999988,0.00040069372637069334,0.00013201358437114896
7.943272,0.0005763979352898241,0.0005482096827846283
6.309565,0.0019523998224120487,0.000878317137717563
5.011866,1.6844757958572876e-05,0.0012454950834653866
3.981066,0.0015610589612279901,0.0012760904852038985
3.162273,0.0015291532175741307,2.88934741960456e-05
2.511883,0.0006573620782632239,0.002438119072915218
1.995259,0.002066815125501442,0.0007809000460768933
1.584891,0.0003613419513242011,0.0038632619005899704
1.258924,0.0017648115321932945,0.00201576366294412
1.0,0.00026193260266024754,0.0032880442758098094
