# freq,Re(Z),Im(Z)
5.011872000000000116e+04,5.749503414420154696e-02,-8.857243584739124195e-03
3.981070999999999913e+04,5.846101209292006023e-02,-1.085652796962122829e-02
3.162277000000000044e+04,5.988835743192916922e-02,-1.316641353437512929e-02
2.511886000000000058e+04,6.194716403669431326e-02,-1.571028744722753265e-02
1.995261999999999898e+04,6.480335942550302653e-02,-1.830817881052056520e-02
1.584893000000000029e+04,6.854803782954828340e-02,-2.065829763874227343e-02
1.258925000000000000e+04,7.310223751542518911e-02,-2.237766240071723325e-02
9.999996999999999389e+03,7.815817603108679568e-02,-2.312705702262084217e-02
7.943279999999999745e+03,8.323654407766672980e-02,-2.277078223031325441e-02
6.309570999999999913e+03,8.785984739756137751e-02,-2.145144936642194577e-02
5.011871000000000095e+03,9.172405877405989671e-02,-1.951255015444684077e-02
3.981070000000000164e+03,9.475302629141299504e-02,-1.733907338024299680e-02
3.162275999999999840e+03,9.703875865393182809e-02,-1.523483789616228261e-02
2.511885000000000218e+03,9.874724372192299204e-02,-1.338349908157441745e-02
1.995260999999999967e+03,1.000491538559127314e-01,-1.186724970363881373e-02
1.584892000000000053e+03,1.010875607031905266e-01,-1.070308665151307494e-02
1.258924999999999955e+03,1.019708329878151465e-01,-9.874101992406228087e-03
9.999994000000000369e+02,1.027770439426323179e-01,-9.349974806528476429e-03
7.943277000000000498e+02,1.035615093181145585e-01,-9.098371730739077817e-03
6.309569000000000187e+02,1.043638585257378598e-01,-9.090432313682738491e-03
5.011868999999999801e+02,1.052135278329148910e-01,-9.302966884567099443e-03
3.981068999999999960e+02,1.061337048233478991e-01,-9.718987790339582086e-03
3.162275000000000205e+02,1.071440475057997554e-01,-1.032749879945265431e-02
2.511884000000000015e+02,1.082625336823431067e-01,-1.112301801058203539e-02
1.995261000000000138e+02,1.095067281890587940e-01,-1.210506586712822505e-02
1.584892000000000110e+02,1.108946827568138838e-01,-1.327772756987493155e-02
1.258923999999999950e+02,1.124455816733027635e-01,-1.464930431866233104e-02
9.999990999999999985e+01,1.141802584817792621e-01,-1.623208381227321181e-02
7.943274999999999864e+01,1.161216491510742299e-01,-1.804223638001321850e-02
6.309566999999999837e+01,1.182951705171975676e-01,-2.009982281038401666e-02
5.011867000000000161e+01,1.207293213826561851e-01,-2.242887963353770719e-02
3.981067999999999785e+01,1.234560620500656097e-01,-2.505681976183985957e-02
3.162274000000000029e+01,1.265087911316315483e-01,-2.801453463177521266e-02
2.511883999999999872e+01,1.299208148657676476e-01,-3.134311454190458202e-02
1.995260000000000034e+01,1.337382116115740649e-01,-3.510378295403495524e-02
1.584891000000000005e+01,1.380484689910729257e-01,-3.936492420704259393e-02
1.258924000000000021e+01,1.429879198501800841e-01,-4.414806077035818288e-02
9.999988000000000099e+00,1.486804168395672032e-01,-4.936699236068781832e-02
7.943272000000000332e+00,1.551112661242321777e-01,-5.483680190498944201e-02
6.309565000000000090e+00,1.620191750150236643e-01,-6.040524360831941303e-02
5.011866000000000376e+00,1.689190006625318485e-01,-6.615961630414464445e-02
3.981066000000000216e+00,1.752810912538596000e-01,-7.256492398582439773e-02
3.162272999999999890e+00,1.807431880234868782e-01,-8.042815949320403224e-02
2.511883000000000088e+00,1.852027815008669143e-01,-9.074597580070814518e-02
1.995258999999999894e+00,1.887664078495862596e-01,-1.045785748345018362e-01
1.584891000000000050e+00,1.916413390841143760e-01,-1.230255650334643597e-01
1.258923999999999932e+00,1.940480735062209694e-01,-1.472868086963394219e-01
9.999980000000000535e-01,1.961762716368036230e-01,-1.787626350985098977e-01
7.943270000000000053e-01,1.981731565152872743e-01,-2.191654225426330760e-01
6.309559999999999613e-01,2.001478903580718172e-01,-2.706395848317396657e-01
5.011860000000000204e-01,2.021806877574271188e-01,-3.358913912462522799e-01
3.981060000000000154e-01,2.043318520554865403e-01,-4.183435420749233580e-01
3.162269999999999803e-01,2.066489047187348715e-01,-5.223212994221594352e-01
2.511880000000000224e-01,2.091718390460255705e-01,-6.532868795613482327e-01
1.995260000000000089e-01,2.119366891808530939e-01,-8.181276109010691133e-01
1.584889999999999910e-01,2.149781522852150795e-01,-1.025529228046925700e+00
1.258920000000000039e-01,2.183312101155106544e-01,-1.286430917495502868e+00
1.000000000000000056e-01,2.220323047538632633e-01,-1.614597643234053637e+00
