Experiment:, 40%-SOC_Multiplexer-85mA
Start date:, Thursday, June 20, 2024
Start time:, 2:30:39 AM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 1.206456, 0.01481928, , 0.01481928, 100000, 0.000958592, -0.001141744, -0.02379259, -0.1062904, 0.008306743, 0.01087804, 0.01368699, 52.63374, 1, 1
1, 1.206456, 0.01481928, , 0.01481928, 79432.82, 0.0003343253, -0.001177369, -0.05137705, -0.08808701, 0.008321462, 0.008648919, 0.01200211, 46.10543, 1, 1
1, 1.206456, 0.01481928, , 0.01481928, 63095.73, 0.0006410968, 0.0008150995, 0.09364034, 0.02000086, 0.008325769, 0.006926255, 0.01083012, 39.75727, 1, 1
1, 1.206456, 0.01481928, , 0.01481928, 50118.72, 6.999153e-05, -0.0009129603, -0.04487436, -0.07908347, 0.008352691, 0.005624604, 0.01006994, 33.95586, 1, 1
2, 1.21269, -0.0008503693, , 0.01396891, 39810.71, 0.000819154, 0.0002157144, 0.08525394, -0.02241411, 0.008364971, 0.004729491, 0.009609413, 29.48349, 1, 1
2, 1.21269, -0.0008503693, , 0.01396891, 31622.77, -0.0003287341, 0.0007350183, 0.004211428, 0.08728376, 0.008220162, 0.00416289, 0.009214159, 26.85876, 1, 1
2, 1.21269, -0.0008503693, , 0.01396891, 25118.86, 0.0001355368, 0.0007455861, 0.05193271, 0.07224378, 0.007693462, 0.003654371, 0.008517263, 25.40757, 1, 1
2, 1.21269, -0.0008503693, , 0.01396891, 19952.62, 0.0003239319, -0.0006124066, 0.01168298, -0.08926857, 0.007211657, 0.002684911, 0.007695242, 20.42038, 1, 1
3, 1.212378, -0.02246477, , -0.008495852, 15848.93, 0.0006492474, 0.0001458505, 0.08845133, -0.002440823, 0.007289113, 0.001850079, 0.007520237, 14.24173, 1, 1
3, 1.212378, -0.02246477, , -0.008495852, 12589.25, 0.0004778912, 0.0004548485, 0.07294451, 0.04744378, 0.007453864, 0.001387479, 0.007581899, 10.54449, 1, 1
3, 1.212378, -0.02246477, , -0.008495852, 9999.997, -0.0001795614, -0.0006314374, -0.03528274, -0.07854763, 0.007543673, 0.001102516, 0.007623814, 8.314973, 1, 1
