Frequency,Real_Error,Imag_Error
1258.925,7.348237113166244e-05,0.0001325970643484744
999.9994,9.197051748628931e-05,9.619675259760212e-05
794.3277,8.732638960134813e-05,7.928215333120487e-05
630.9569,0.00011161314490503761,6.511821118867028e-05
501.1869,9.421694121364375e-05,5.080199918787223e-05
398.1069,9.632704747995248e-05,4.7453573687085014e-05
316.2275,9.537053880723581e-05,3.3694417140273515e-05
251.1884,0.00011280949799355802,3.258554489615745e-05
199.5261,9.0401606898949e-05,3.533851051924753e-05
158.4892,9.366279381824681e-05,2.9692637073688724e-05
125.8924,0.0001009077965369188,2.252143111488767e-05
99.99991,8.881558714105009e-05,3.365301315639435e-05
79.43275,7.80972269025168e-05,3.671938832463194e-05
63.09567,5.2338912345833294e-05,2.9129532127312725e-05
50.11867,6.401099656830854e-05,5.029278220307462e-05
39.81068,4.980141022645733e-05,5.443923077999601e-05
31.62274,6.80400911996868e-05,6.370783927777172e-05
25.11884,4.779172263471611e-05,7.177580506441687e-05
19.9526,1.8228404194166326e-05,8.92448434275312e-05
15.84891,5.7604049491620166e-05,9.944569774238154e-05
12.58924,3.4852689964450304e-05,0.00012378055923436995
9.999988,8.12940485838895e-06,0.000150822066654964
7.943272,1.3146550050668546e-05,0.0002343554597482307
6.309565,4.546558090398785e-05,0.00025428540759951483
5.011866,0.0001032107396475683,0.00032197823640593183
3.981066,0.0002203285170004239,0.00037115494806191094
3.162273,0.0003263501847026243,0.00038164399824423606
2.511883,0.00047201836228304324,0.0002835086452643884
1.995259,0.0005789271747068062,0.00018056241735303754
1.584891,0.0006568098316368093,5.0647629724422365e-05
1.258924,0.0006218590996720005,8.812913082595613e-05
0.999998,0.000551658533076765,0.00028328270759032763
0.794327,0.0004563308751745678,0.00044493458201104626
0.630956,0.0003193813229376598,0.0005405703325745519
0.501186,0.00015920937946643093,0.0006173083801742398
0.398106,3.406495401179002e-05,0.0006126852440837358
0.316227,0.00019064256604247112,0.0005489228816272888
0.251188,0.0003365357688802726,0.00047245662627324464
0.199526,0.0004382772454270302,0.00036018065627388754
0.158489,0.0004455348221279326,0.00028945887907155105
0.125892,0.0004743775271044623,0.00014950156250572583
0.1,0.00046091152966411773,3.6007251657151074e-05
0.079433,0.0004032130841084211,1.8375565357782453e-05
0.063096,0.00036853632549003687,5.375252424605348e-05
0.050119,0.0002767664841876894,0.00016428848616047154
0.039811,0.00019957812570530267,9.236956080266312e-05
0.031623,9.133636276674462e-05,0.00012982363427771482
0.025119,6.677121767536057e-05,0.00015561719834644716
0.019953,0.00015357919392739762,6.350187153217335e-05
0.015849,0.0003184116218190938,2.5580295816285403e-05
0.015,0.00027176487516493084,0.00010748646102543002
