# freq,Re(Z),Im(Z)
1.258924999999999955e+03,7.531413628868337436e-03,-1.492751043484743969e-04
9.999994000000000369e+02,7.549741482513710848e-03,-1.672528725976021164e-04
7.943277000000000498e+02,7.570276610398651677e-03,-1.873957533312048754e-04
6.309569000000000187e+02,7.593284855094962343e-03,-2.099645111886702892e-04
5.011868999999999801e+02,7.619064058786356036e-03,-2.352512991878722185e-04
3.981068999999999960e+02,7.647947952520047638e-03,-2.635834736870850130e-04
3.162275000000000205e+02,7.680310461192764622e-03,-2.953278171402735366e-04
2.511884000000000015e+02,7.716570502006442345e-03,-3.308952448961574393e-04
1.995261000000000138e+02,7.757197393101051240e-03,-3.707461105192475393e-04
1.584892000000000110e+02,7.802717206181752907e-03,-4.153964370736887160e-04
1.258923999999999950e+02,7.853719203463081777e-03,-4.654242311148876795e-04
9.999990999999999985e+01,7.910863412858950769e-03,-5.214769131563943508e-04
7.943274999999999864e+01,7.974889773097482495e-03,-5.842802883246319204e-04
6.309566999999999837e+01,8.046627087654167551e-03,-6.546473321273126944e-04
5.011867000000000161e+01,8.127004003431690868e-03,-7.334888822030746118e-04
3.981067999999999785e+01,8.217060589773542492e-03,-8.218254307799959706e-04
3.162274000000000029e+01,8.317962908800312707e-03,-9.208029392777717422e-04
2.511883999999999872e+01,8.431027277365284178e-03,-1.031701805064416926e-03
1.995260000000000034e+01,8.557720595805833053e-03,-1.155916843427531263e-03
1.584891000000000005e+01,8.699552950508379623e-03,-1.295010697742381535e-03
1.258924000000000021e+01,8.858097310035549857e-03,-1.451076559234369895e-03
9.999988000000000099e+00,9.035720595141611897e-03,-1.627067066654963937e-03
7.943272000000000332e+00,9.236803550050668235e-03,-1.825898459748230649e-03
6.309565000000000090e+00,9.467633580903987711e-03,-2.047863407599514931e-03
5.011866000000000376e+00,9.733125739647567609e-03,-2.288229236405931854e-03
3.981066000000000216e+00,1.003105751700042458e-02,-2.538388948061911024e-03
3.162272999999999890e+00,1.034776018470262397e-02,-2.792390998244236033e-03
2.511883000000000088e+00,1.065996836228304268e-02,-3.056202645264388413e-03
1.995258999999999894e+00,1.094325717470680595e-02,-3.353325417353037428e-03
1.584891000000000050e+00,1.118131983163681009e-02,-3.722740629724422337e-03
1.258923999999999932e+00,1.136977909967199982e-02,-4.212105869174044212e-03
9.999980000000000535e-01,1.151382853307676528e-02,-4.872318292409672479e-03
7.943270000000000053e-01,1.162343087517456706e-02,-5.756566417988953632e-03
6.309559999999999613e-01,1.170942132293766036e-02,-6.923167667425448278e-03
5.011860000000000204e-01,1.178150937946643127e-02,-8.440169619825760999e-03
3.981060000000000154e-01,1.184775504598820951e-02,-1.039062475591626469e-02
3.162269999999999803e-01,1.191479743395752917e-02,-1.287817711837271201e-02
2.511880000000000224e-01,1.198835423111972720e-02,-1.603332337372675651e-02
1.995260000000000089e-01,1.207375275457297018e-02,-2.002059934372611358e-02
1.584889999999999910e-01,1.217642517787206717e-02,-2.504756112092844725e-02
1.258920000000000039e-01,1.230235247289553774e-02,-3.137554843749427308e-02
1.000000000000000056e-01,1.245848847033588155e-02,-3.933311274834284943e-02
7.943300000000000360e-02,1.265321691589157971e-02,-4.933393556535778379e-02
6.309599999999999931e-02,1.289682367450996348e-02,-6.189751252424605110e-02
5.011899999999999689e-02,1.320207351581231120e-02,-7.767654848616047103e-02
3.981099999999999917e-02,1.358489187429469738e-02,-9.749067956080266495e-02
3.162299999999999833e-02,1.406521363723325577e-02,-1.223694236342777186e-01
2.511899999999999897e-02,1.466802121767536021e-02,-1.536053171983464416e-01
1.995299999999999851e-02,1.542458919392739741e-02,-1.928180018715321686e-01
1.584899999999999851e-02,1.637439162181909477e-02,-2.420528197041837137e-01
1.499999999999999944e-02,1.663530487516493017e-02,-2.555785135389745943e-01
