Experiment:, 80% SOC
Start date:, Thursday, June 20, 2024
Start time:, 12:52:52 AM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 2.145088, -0.007924456, , -0.007924456, 100000, 0.0004842871, -0.001299615, 0.00259076, -0.02636882, 0.05060206, 0.0133942, 0.05234475, 14.82599, 1, 1
1, 2.145088, -0.007924456, , -0.007924456, 79432.82, -0.000419023, 0.001192103, -0.004537797, 0.02402879, 0.05108283, 0.007791462, 0.05167362, 8.672259, 1, 1
1, 2.145088, -0.007924456, , -0.007924456, 63095.73, -0.0008887702, -0.0007843801, -0.0178577, -0.0141399, 0.05196737, 0.002775655, 0.05204144, 3.057348, 1, 1
2, 2.156465, -0.0004268653, , -0.008351321, 50118.72, 0.0001468426, -0.001138205, 0.003494513, -0.02130134, 0.0531344, -0.001823184, 0.05316567, -1.965201, 1, 1
2, 2.156465, -0.0004268653, , -0.008351321, 39810.71, 0.000125619, -0.001147997, 0.004550735, -0.02040162, 0.05491123, -0.006091058, 0.05524803, -6.329689, 1, 1
2, 2.156465, -0.0004268653, , -0.008351321, 31622.77, -0.0008922649, -0.0008071462, -0.01273137, -0.01632202, 0.05725608, -0.0100059, 0.05812381, -9.912739, 1, 1
2, 2.156465, -0.0004268653, , -0.008351321, 25118.86, 0.001295944, 2.05726e-05, 0.02043845, 0.004924162, 0.06015779, -0.01348704, 0.06165111, -12.63644, 1, 1
3, 2.156309, -0.001618951, , -0.009970272, 19952.62, -0.0004857032, -0.001314991, -0.002074639, -0.02115408, 0.06380063, -0.01670316, 0.06595086, -14.67091, 1, 1
3, 2.156309, -0.001618951, , -0.009970272, 15848.93, 0.0005643158, -0.001373066, 0.01287103, -0.01648468, 0.06835236, -0.01913594, 0.07098049, -15.64013, 1, 1
3, 2.156309, -0.001618951, , -0.009970272, 12589.25, -1.767484e-05, -0.001565272, 0.005282006, -0.0198919, 0.07328567, -0.02034849, 0.0760582, -15.51784, 1, 1
3, 2.156309, -0.001618951, , -0.009970272, 9999.997, -0.001634127, -0.0001912479, -0.01897592, -0.007405687, 0.07814667, -0.02041966, 0.08077045, -14.64392, 1, 1
3, 2.156309, -0.001618951, , -0.009970272, 7943.28, -0.0001947, 0.001706615, -0.006880036, 0.01904514, 0.08253162, -0.01959137, 0.08482505, -13.35372, 1, 1
4, 2.156621, -0.0008503693, , -0.01082064, 6309.571, -0.001135527, 0.001367459, -0.01581533, 0.01252351, 0.08620961, -0.01819831, 0.08810945, -11.91979, 1, 1
4, 2.156621, -0.0008503693, , -0.01082064, 5011.871, 0.001424023, -0.001143086, 0.01772925, -0.009514311, 0.08922486, -0.01659252, 0.09075455, -10.53456, 1, 1
4, 2.156621, -0.0008503693, , -0.01082064, 3981.07, -0.001482092, -0.001131763, -0.0137983, -0.01460463, 0.09160366, -0.01493477, 0.09281313, -9.259851, 1, 1
4, 2.156621, -0.0008503693, , -0.01082064, 3162.276, -0.0001460754, 0.001887967, -0.004373865, 0.01959185, 0.09337558, -0.01339009, 0.09433077, -8.160604, 1, 1
5, 2.156309, -0.001571895, , -0.01239254, 2511.885, -0.001378819, -0.001335869, -0.01251228, -0.01567696, 0.09493472, -0.01218153, 0.09571306, -7.311943, 1, 1
5, 2.156309, -0.001571895, , -0.01239254, 1995.261, -0.0002016271, -0.00193264, 0.0002348691, -0.02005033, 0.09625842, -0.01118362, 0.09690591, -6.627098, 1, 1
5, 2.156309, -0.001571895, , -0.01239254, 1584.892, 0.00196157, 7.904063e-05, 0.01983084, 0.002938446, 0.09736791, -0.01044181, 0.09792621, -6.121048, 1, 1
5, 2.156309, -0.001571895, , -0.01239254, 1258.925, 0.0004009283, -0.001941074, 0.006015019, -0.01911642, 0.09839691, -0.009987799, 0.09890252, -5.795968, 1, 1
6, 2.156465, -0.001713063, , -0.0141056, 999.9994, 0.001472766, -0.001356637, 0.01598595, -0.01208524, 0.09944839, -0.009682154, 0.0999186, -5.560711, 1, 1
6, 2.156465, -0.001713063, , -0.0141056, 794.3277, -0.0009157984, 0.001800162, -0.01075755, 0.01690921, 0.1003148, -0.009660001, 0.1007788, -5.500444, 1, 1
6, 2.156465, -0.001713063, , -0.0141056, 630.9569, 0.001974304, 0.0005203134, 0.01879326, 0.006947668, 0.101427, -0.009810326, 0.1019004, -5.524633, 1, 1
6, 2.156465, -0.001713063, , -0.0141056, 501.1869, -0.001552846, 0.001356735, -0.0162992, 0.01165295, 0.1024277, -0.01000977, 0.1029156, -5.58152, 1, 1
6, 2.156465, -0.001713063, , -0.0141056, 398.1069, -0.0007212962, 0.001958998, -0.008773548, 0.01801538, 0.1036548, -0.01044241, 0.1041794, -5.752691, 1, 1
6, 2.156465, -0.001713063, , -0.0141056, 316.2275, 0.0007819869, -0.001959836, 0.009338756, -0.0177229, 0.1047479, -0.01107203, 0.1053315, -6.033854, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 251.1884, 0.001946932, 0.0008807007, 0.01722938, 0.01022477, 0.1060032, -0.01179134, 0.106657, -6.347247, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 199.5261, 0.001513411, 0.001551874, 0.01220619, 0.01588989, 0.1074328, -0.01271659, 0.1081828, -6.750571, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 158.4892, 0.002107771, -0.0006270493, 0.01976518, -0.003263622, 0.1089096, -0.01374181, 0.1097732, -7.191366, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 125.8924, -0.001474737, -0.001682345, -0.01104978, -0.01671224, 0.1106419, -0.0150889, 0.111666, -7.765863, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 99.99991, -0.0004700263, -0.002227508, -0.001256325, -0.01999788, 0.1124201, -0.01644125, 0.113616, -8.320428, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 79.43275, -0.00125086, -0.001953901, -0.008026473, -0.0183525, 0.1143932, -0.01812757, 0.1158206, -9.004625, 1, 1
7, 2.156309, -0.0004896065, , -0.01459521, 63.09567, -0.00232938, -0.000433857, -0.01878166, -0.006964542, 0.1165622, -0.0201231, 0.1182864, -9.794899, 1, 1
8, 2.156309, -0.0003798093, , -0.01497502, 50.11867, -0.00204203, -0.001307318, -0.01460753, -0.01371412, 0.1189611, -0.02218907, 0.1210128, -10.56561, 1, 1
8, 2.156309, -0.0003798093, , -0.01497502, 39.81068, 0.002167881, 0.001218133, 0.01517827, 0.01307248, 0.1216856, -0.02454817, 0.124137, -11.40545, 1, 1
8, 2.156309, -0.0003798093, , -0.01497502, 31.62274, 0.002514321, 0.0004640676, 0.01845856, 0.007787591, 0.1246365, -0.02744256, 0.1276219, -12.4173, 1, 1
8, 2.156309, -0.0003798093, , -0.01497502, 25.11884, -0.0007673569, -0.002527215, -0.001222938, -0.01999883, 0.128235, -0.03052847, 0.1318188, -13.39095, 1, 1
8, 2.156309, -0.0003798093, , -0.01497502, 19.9526, 0.002620842, -0.0007302825, 0.02002574, -0.0003617495, 0.1314895, -0.03409193, 0.1358372, -14.5353, 1, 1
8, 2.156309, -0.0003798093, , -0.01497502, 15.84891, 0.002617123, -0.001049845, 0.0199179, -0.002143069, 0.1354981, -0.03812967, 0.1407608, -15.7168, 1, 1
9, 2.156776, 0.0001691775, , -0.01480584, 12.58924, 0.0005590067, -0.002892719, 0.009392701, -0.01769709, 0.1406126, -0.04304244, 0.1470529, -17.01969, 1, 1
9, 2.156776, 0.0001691775, , -0.01480584, 9.999988, -0.002615842, 0.001582769, -0.01951892, 0.004505516, 0.1450071, -0.04761725, 0.1526252, -18.17908, 1, 1
9, 2.156776, 0.0001691775, , -0.01480584, 7.943272, 0.002666283, -0.001775869, 0.01941745, -0.004942516, 0.1508215, -0.05306726, 0.1598851, -19.38467, 1, 1
9, 2.156776, 0.0001691775, , -0.01480584, 6.309565, -0.001595381, 0.0029806, -0.01510445, 0.0131708, 0.1577489, -0.05977839, 0.1686955, -20.75402, 1, 1
9, 2.156776, 0.0001691775, , -0.01480584, 5.011866, -0.002146795, -0.002852987, -0.005297377, -0.01932184, 0.1656654, -0.06568749, 0.178213, -21.62868, 1, 1
10, 2.156465, -0.002920834, , -0.01772667, 3.981066, 0.002949605, -0.00228053, 0.01937248, -0.005125655, 0.1714052, -0.07236895, 0.1860564, -22.88995, 1, 1
10, 2.156465, -0.002920834, , -0.01772667, 3.162273, 0.003397499, 0.001992297, 0.0116558, 0.01630237, 0.1794702, -0.08008834, 0.1965292, -24.04875, 1, 1
11, 2.156309, -0.000975852, , -0.01870252, 2.511883, 8.633122e-05, 0.004123438, -0.008451747, 0.01816625, 0.1847771, -0.09071881, 0.2058457, -26.14936, 1, 1
11, 2.156309, -0.000975852, , -0.01870252, 1.995259, -0.002949935, 0.003153521, -0.01900757, 0.006343523, 0.1894651, -0.1026772, 0.2154986, -28.45469, 1, 1
12, 2.158491, 0.005329654, , -0.01337287, 1.584891, -0.004387556, 0.00119653, -0.01923483, -0.005618009, 0.1934344, -0.1187037, 0.2269525, -31.53594, 1, 1
13, 2.158179, 9.075087e-05, , -0.01328212, 1.258924, -0.00478384, -0.0007047899, -0.01443669, -0.01389203, 0.1964437, -0.140213, 0.24135, -35.5176, 1, 1
14, 2.158802, 0.003227818, , -0.0100543, 0.999998, -0.004578849, -0.002505221, -0.007194143, -0.01870275, 0.1987191, -0.1683835, 0.2604655, -40.27607, 1, 1
15, 2.156932, -0.005336375, , -0.01539068, 0.794327, -0.004327512, -0.003784245, -0.001130444, -0.02000802, 0.2007159, -0.2049485, 0.2868636, -45.59779, 1, 1
16, 2.162698, -0.004708962, , -0.02009964, , , , , , , , , , 1, 1
17, 2.162075, 0.01368994, , -0.0064097, 0.630956, -0.004166194, -0.004958135, 0.003894442, -0.01965181, 0.2023402, -0.2520988, 0.3232574, -51.24868, 1, 1
18, 2.162231, -0.01573575, , -0.02214545, , , , , , , , , , 1, 1
19, 2.162387, 0.01558786, , -0.00655759, 0.501186, -0.004088775, -0.006252835, 0.008033567, -0.01835908, 0.2040589, -0.3120035, 0.3728086, -56.8142, 1, 1
20, 2.170646, -0.006481405, , -0.01303899, , , , , , , , , , 1, 1
21, 2.154439, -0.008128366, , -0.02116736, 0.398106, -0.004218605, -0.00772647, 0.01103462, -0.01672724, 0.2059245, -0.3880441, 0.4392985, -62.04631, 1, 1
22, 2.173919, 0.02266195, , 0.001494588, , , , , , , , , , 1, 1
23, 2.171893, -0.01576712, , -0.01427254, , , , , , , , , , 1, 1
24, 2.153659, -0.01128112, , -0.02555365, , , , , , , , , , 1, 1
25, 2.170802, 0.02455988, , -0.0009937775, 0.316227, -0.004722793, -0.009440849, 0.01292368, -0.01530985, 0.2080206, -0.4840793, 0.5268826, -66.74564, 1, 1
26, 2.184516, 0.00443559, , 0.003441812, , , , , , , , , , 1, 1
27, 2.165659, -0.02568026, , -0.02223845, , , , , , , , , , 1, 1
28, 2.152257, -0.005038354, , -0.0272768, , , , , , , , , , 1, 1
29, 2.170958, 0.0250618, , -0.002214996, 0.251188, -0.005472198, -0.01162135, 0.01431574, -0.01402355, 0.2107417, -0.6053477, 0.640982, -70.80529, 1, 1
30, 2.190594, 0.01448989, , 0.01227489, , , , , , , , , , 1, 1
31, 2.183269, -0.0167553, , -0.004480406, , , , , , , , , , 1, 1
32, 2.158958, -0.02561752, , -0.03009792, , , , , , , , , , 1, 1
33, 2.15101, 7.506553e-05, , -0.03002286, , , , , , , , , , 1, 1
34, 2.170179, 0.02492064, , -0.005102219, 0.199526, -0.006484598, -0.01437845, 0.01534317, -0.01289073, 0.2137894, -0.7575061, 0.7870968, -74.23945, 1, 1
35, 2.194178, 0.02162672, , 0.0165245, , , , , , , , , , 1, 1
36, 2.199633, -0.001964028, , 0.01456047, , , , , , , , , , 1, 1
37, 2.182334, -0.02419015, , -0.009629679, , , , , , , , , , 1, 1
38, 2.157556, -0.02480188, , -0.03443156, , , , , , , , , , 1, 1
39, 2.148361, -0.003234541, , -0.0376661, , , , , , , , , , 1, 1
40, 2.163166, 0.0206856, , -0.0169805, 0.158489, -0.007842783, -0.01785954, 0.01607974, -0.0119533, 0.2176433, -0.9488953, 0.9735353, -77.0818, 1, 1
41, 2.18888, 0.02705384, , 0.01007334, , , , , , , , , , 1, 1
42, 2.208204, 0.01626233, , 0.02633567, , , , , , , , , , 1, 1
43, 2.209918, -0.004457997, , 0.02187767, , , , , , , , , , 1, 1
44, 2.193088, -0.02280984, , -0.0009321666, , , , , , , , , , 1, 1
45, 2.167374, -0.02789189, , -0.02882406, , , , , , , , , , 1, 1
46, 2.148049, -0.01670824, , -0.0455323, , , , , , , , , , 1, 1
47, 2.146958, 0.004059141, , -0.04147316, , , , , , , , , , 1, 1
48, 2.164412, 0.02209728, , -0.01937588, 0.125892, -0.009542214, -0.02228548, 0.01665608, -0.01114077, 0.2224962, -1.189157, 1.209793, -79.40226, 1, 1
49, 2.190282, 0.0275244, , 0.008148522, , , , , , , , , , 1, 1
50, 2.213035, 0.02176788, , 0.02991641, , , , , , , , , , 1, 1
51, 2.223944, 0.007400118, , 0.03731652, , , , , , , , , , 1, 1
52, 2.21958, -0.009853752, , 0.02746277, , , , , , , , , , 1, 1
53, 2.201035, -0.02362548, , 0.003837292, , , , , , , , , , 1, 1
54, 2.175633, -0.02848793, , -0.02465064, , , , , , , , , , 1, 1
55, 2.15288, -0.02271573, , -0.04736637, , , , , , , , , , 1, 1
56, 2.141192, -0.008379331, , -0.0557457, , , , , , , , , , 1, 1
57, 2.146023, 0.00884317, , -0.04690253, , , , , , , , , , 1, 1
58, 2.165036, 0.02267763, , -0.0242249, , , , , , , , , , 1, 1
59, 2.190906, 0.02754009, , 0.00331519, , , , , , , , , , 1, 1
60, 2.213503, 0.02176788, , 0.02508307, 0.1, 0.02705134, -0.01351188, 0.01159999, 0.01633857, 0.2317021, -1.491171, 1.509065, -81.16785, 1, 1
61, 2.225658, 0.009109819, , 0.03419289, , , , , , , , , , 1, 1
62, 2.224879, -0.004708962, , 0.02948393, , , , , , , , , , 1, 1
63, 2.211944, -0.01752388, , 0.01196005, , , , , , , , , , 1, 1
64, 2.189815, -0.02621356, , -0.01425351, , , , , , , , , , 1, 1
65, 2.163789, -0.02856636, , -0.04281987, , , , , , , , , , 1, 1
66, 2.140101, -0.02412741, , -0.06694727, , , , , , , , , , 1, 1
67, 2.124829, -0.0138692, , -0.08081647, , , , , , , , , , 1, 1
68, 2.121868, -0.00041118, , -0.08122765, , , , , , , , , , 1, 1
69, 2.131686, 0.01306252, , -0.06816513, , , , , , , , , , 1, 1
70, 2.151789, 0.02328936, , -0.04487576, , , , , , , , , , 1, 1
71, 2.177503, 0.02764989, , -0.01722588, , , , , , , , , , 1, 1
72, 2.202438, 0.02518729, , 0.007961411, , , , , , , , , , 1, 1
73, 2.220515, 0.01656035, , 0.02452176, 0.079433, 0.03396118, -0.0165994, 0.01103772, 0.01672445, 0.2421639, -1.870808, 1.886417, -82.62445, 1, 1
