Frequency,Real_Error,Imag_Error
50118.72,0.004176533881551189,0.006435310229028638
39810.71,0.0033063591076353954,0.004009860276789921
31622.77,0.0022896873087643876,0.002219681755523357
25118.86,0.0012898104236351293,0.0010767271161888862
19952.62,0.0002707855198698511,0.00025249139811463553
15848.93,0.0008519276468460929,1.8217985016909244e-06
12589.25,0.0016156221222524692,0.0004104155783514196
9999.997,0.00183191172088365,0.0011035526824395014
7943.28,0.0015187223771204045,0.0017017555262212325
6309.571,0.0008760096253860317,0.001980808904075395
5011.871,0.0002349923965399986,0.0018845939533846424
3981.07,0.00029170013682192075,0.001597122372850309
3162.276,0.0007437661122006722,0.0012347182745468758
2511.885,0.0008704681295630123,0.0007510995326928862
1995.261,0.0008481349739085792,0.00035603507641888445
1584.892,0.0007876551640543794,2.67243726244943e-05
1258.925,0.0006572897627346863,0.00027927773215143115
999.9994,0.00042868721036193325,0.00044745218111653766
794.3277,0.0003629741564420974,0.0006409398113622952
630.9569,6.812020681938591e-05,0.0007743002272931707
501.1869,6.946609979874285e-05,0.0007449341688174019
398.1069,0.0003645891927634287,0.0007521498515837936
316.2275,0.0004371964655620897,0.0007694895400627913
251.1884,0.0005655023966273237,0.0006943052960321928
199.5261,0.0007440592526049006,0.0006427953909178188
158.4892,0.0008277765522717861,0.0005046169249822569
125.8924,0.0010058855858194465,0.0004932783420893063
99.99991,0.0010481291489005118,0.00027995616760770684
79.43275,0.0010808073361538995,0.0001774066421648922
63.09567,0.0010798118908128262,0.00014118555349049156
50.11867,0.0010511581826268962,9.105528506502328e-05
39.81068,0.001059008598365191,0.00032394028112538165
31.62274,0.0009697458354400862,0.0003456129318279398
25.11884,0.0011703048913977165,0.0005361389043315803
19.9526,0.0006305692673002905,0.000662465475231036
15.84891,0.00038195108739147443,0.000799320769330647
12.58924,0.0006566942660227448,0.0005998335800493637
9.999988,0.0005177685160625001,0.001245945957152085
7.943272,0.0010713764370813006,0.0013739414237926156
6.309565,0.0011699245735432573,0.0004021185847256567
5.011866,0.0005338392262461689,0.00034246625600675706
3.981066,0.0017787529589710915,9.09653970822405e-05
3.162273,7.002945462561416e-05,0.0004851091042126915
2.511883,0.00015941434240010488,0.0017614093213551285
1.995259,0.0006062992991734684,0.0012702615588090077
1.584891,0.0011322642064431343,0.0006469090723743021
1.258924,0.001267061600135816,0.00013522065317356224
0.999998,0.0010234638728510992,0.00041191632807072165
0.794327,0.0006843221013499989,0.000851917930431878
0.630956,2.5459528044696755e-05,0.0009693533252347897
0.501186,0.0005822730930744591,0.0010812338395470578
0.398106,0.0011579265823067897,0.0009491078750732407
0.316227,0.0016732105165738476,0.0006876024655980695
0.251188,0.0017789828700737476,7.834792990635275e-05
0.199526,0.0018133939718515957,0.0002028297623598574
0.158489,0.001334168578463496,0.000508158484918475
0.125892,0.00018537479388164302,0.00041618581095370644
0.1,0.004949176517287351,0.0001424691119373822
