# freq,Re(Z),Im(Z)
5.011872000000000116e+04,6.905309697950447190e-02,-4.983733958485020259e-03
3.981070999999999913e+04,6.975689552493116730e-02,-5.365359942839679694e-03
3.162277000000000044e+04,7.051437037939575769e-02,-5.772670837531732047e-03
2.511886000000000058e+04,7.133016552168974789e-02,-6.208219693635129433e-03
1.995261999999999898e+04,7.221013221447433739e-02,-6.674312568495901349e-03
1.584893000000000029e+04,7.316147562032218610e-02,-7.172447010317124089e-03
1.258925000000000000e+04,7.419272109087721168e-02,-7.702526758952278965e-03
9.999996999999999389e+03,7.531325194633550768e-02,-8.261803272288488487e-03
7.943279999999999745e+03,7.653201198651779502e-02,-8.843772142133107111e-03
6.309570999999999913e+03,7.785503747104149941e-02,-9.437785044451606209e-03
5.011871000000000095e+03,7.928234470080863794e-02,-1.003064552572073900e-02
3.981070000000000164e+03,8.080614909613731411e-02,-1.061087971361557303e-02
3.162275999999999840e+03,8.241284797486873870e-02,-1.117404434842641375e-02
2.511885000000000218e+03,8.408882240502499328e-02,-1.172531047512549718e-02
1.995260999999999967e+03,8.582636012665839642e-02,-1.227703234922738335e-02
1.584892000000000053e+03,8.762582382709747930e-02,-1.284332838786814146e-02
1.258924999999999955e+03,8.949380601877321428e-02,-1.343559325726931958e-02
9.999994000000000369e+02,9.143979861286477551e-02,-1.406083989910731497e-02
7.943277000000000498e+02,9.347347924376334105e-02,-1.472221062179847328e-02
6.309569000000000187e+02,9.560334239076870300e-02,-1.542032329216044828e-02
5.011868999999999801e+02,9.783625901376233336e-02,-1.615454514047443002e-02
3.981068999999999960e+02,1.001775287624101785e-01,-1.692393183248597222e-02
3.162275000000000205e+02,1.026310788992992606e-01,-1.772786004180369746e-02
2.511884000000000015e+02,1.051996572247652362e-01,-1.856647495509339274e-02
1.995261000000000138e+02,1.078849711792801425e-01,-1.944106563666207765e-02
1.584892000000000110e+02,1.106877831716684690e-01,-2.035445513753755820e-02
1.258923999999999950e+02,1.136079136863733796e-01,-2.131144434141510335e-02
9.999990999999999985e+01,1.166442361871475597e-01,-2.231937738739758759e-02
7.943274999999999864e+01,1.197946834417052964e-01,-2.338887200257425136e-02
6.309566999999999837e+01,1.230561782845505658e-01,-2.453472517959495725e-02
5.011867000000000161e+01,1.264246143345771067e-01,-2.577708136195994149e-02
3.981067999999999785e+01,1.298948336210704879e-01,-2.714290200760455241e-02
3.162274000000000029e+01,1.334606349932810632e-01,-2.866781861578665547e-02
2.511883999999999872e+01,1.371147705248883519e-01,-3.039843699616373573e-02
1.995260000000000034e+01,1.408490558065765841e-01,-3.239525435690593369e-02
1.584891000000000005e+01,1.446544410832518168e-01,-3.473625571441851800e-02
1.258924000000000021e+01,1.485211992411900606e-01,-3.752142476240144520e-02
9.999988000000000099e+00,1.524391941761804037e-01,-4.087837678448613676e-02
7.943272000000000332e+00,1.563981604672318726e-01,-4.496931657155656126e-02
6.309565000000000090e+00,1.603881323529536829e-01,-4.999974769917703288e-02
5.011866000000000376e+00,1.643999325482627949e-01,-5.622929328131676119e-02
3.981066000000000216e+00,1.684257460941025464e-01,-6.398518522055141045e-02
3.162272999999999890e+00,1.724597183730005590e-01,-7.367901846795466003e-02
2.511883000000000088e+00,1.764985885983678671e-01,-8.582771448285964055e-02
1.995258999999999894e+00,1.805422110465642049e-01,-1.010796854189457417e-01
1.584891000000000050e+00,1.845937795348080446e-01,-1.202473501721839089e-01
1.258923999999999932e+00,1.886596308664176824e-01,-1.443482143522027972e-01
9.999980000000000535e-01,1.927480604592970437e-01,-1.746561408760125556e-01
7.943270000000000053e-01,1.968665417396437967e-01,-2.127650777213441202e-01
6.309559999999999613e-01,2.010166715772503387e-01,-2.606712442367562499e-01
5.011860000000000204e-01,2.051848664233317798e-01,-3.208739373410063322e-01
3.981060000000000154e-01,2.093271589284575462e-01,-3.965054625122159671e-01
3.162269999999999803e-01,2.133443926750406838e-01,-4.914936436209327297e-01
2.511880000000000224e-01,2.170431234487835148e-01,-6.107709206090490284e-01
1.995260000000000089e-01,2.200744212668808153e-01,-7.605350533446340044e-01
1.584889999999999910e-01,2.218397162767176134e-01,-9.485912117960451084e-01
1.258920000000000039e-01,2.213461031235040011e-01,-1.184774712924103746e+00
1.000000000000000056e-01,2.169861082844573019e-01,-1.481490207798857206e+00
