Frequency,Z_real,Z_imag,Z_linKK_real,Z_linKK_imag,res_real,res_imag,chi_squared,mu,M
19.9526,0.1314895,-0.03409193,0.13165257668227986,-0.03402715397052795,-0.0012005302469878375,-0.00047686512610994224,0.00014682782403034803,0.4787096028705049,26
15.84891,0.1354981,-0.03812967,0.13576689090423194,-0.03798968048157648,-0.0019095577529798316,-0.0009945205214640935,0.00014682782403034803,0.4787096028705049,26
12.58924,0.1406126,-0.04304244,0.14029172418869193,-0.042495465564895966,0.0021820434337449807,-0.003719576024380419,0.00014682782403034803,0.4787096028705049,26
9.999988,0.1450071,-0.04761725,0.1454003446250869,-0.047673308040777705,-0.002576537437802704,0.0003672920913329856,0.00014682782403034803,0.4787096028705049,26
7.943272,0.1508215,-0.05306726,0.15130749421755005,-0.05344141938153426,-0.003039645888841761,0.0023401760448622327,0.00014682782403034803,0.4787096028705049,26
6.309565,0.1577489,-0.05977839,0.15799205696020022,-0.059554897621837,-0.0014413956609978626,-0.0013248271564383156,0.00014682782403034803,0.4787096028705049,26
5.011866,0.1656654,-0.06568749,0.16510207554946613,-0.06589818651614861,0.0031609617180536273,0.0011822735921400871,0.00014682782403034803,0.4787096028705049,26
3.981066,0.1714052,-0.07236895,0.17214372726804383,-0.07270800454079493,-0.0039693717445064905,0.0018223206810532358,0.00014682782403034803,0.4787096028705049,26
3.162273,0.1794702,-0.08008834,0.17871066318461604,-0.08054600097180371,0.0038647545794960264,0.002328718372579336,0.00014682782403034803,0.4787096028705049,26
2.511883,0.1847771,-0.09071881,0.1845413883564802,-0.09016985110077319,0.001145088619884717,-0.0026668457226054396,0.00014682782403034803,0.4787096028705049,26
1.995259,0.1894651,-0.1026772,0.18946782801100476,-0.10249990675126877,-1.2659068076563896e-05,-0.0008227119690087756,0.00014682782403034803,0.4787096028705049,26
1.584891,0.1934344,-0.1187037,0.19341233302744928,-0.11867048588966522,9.723168031884454e-05,-0.00014634829271312254,0.00014682782403034803,0.4787096028705049,26
1.258924,0.1964437,-0.140213,0.19644285542892231,-0.14004422303593278,3.4993625406055345e-06,-0.0006993038257867762,0.00014682782403034803,0.4787096028705049,26
0.999998,0.1987191,-0.1683835,0.19878091632248185,-0.16816875023808525,-0.00023733016178023657,-0.000824484435360351,0.00014682782403034803,0.4787096028705049,26
0.794327,0.2007159,-0.2049485,0.2007203729029777,-0.20476848880155102,-1.5592434948653895e-05,-0.0006275148188637017,0.00014682782403034803,0.4787096028705049,26
0.630956,0.2023402,-0.2520988,0.20252077715888558,-0.25184282826915444,-0.0005586172074044533,-0.0007918510532665785,0.00014682782403034803,0.4787096028705049,26
0.501186,0.2040589,-0.3120035,0.20435166818693554,-0.31185022261391554,-0.0007853043687134883,-0.0004111423518280031,0.00014682782403034803,0.4787096028705049,26
0.398106,0.2059245,-0.3880441,0.2063138547804375,-0.3879252887690161,-0.000886310401068117,-0.0002704567532634574,0.00014682782403034803,0.4787096028705049,26
0.316227,0.2080206,-0.4840793,0.20851194040606671,-0.48407484045042165,-0.0009325423708431966,-8.464027963767372e-06,0.00014682782403034803,0.4787096028705049,26
0.251188,0.2107417,-0.6053477,0.2111181869871021,-0.6053439016091658,-0.0005873597032737789,-5.925893297042726e-06,0.00014682782403034803,0.4787096028705049,26
0.199526,0.2137894,-0.7575061,0.21436667210155883,-0.7579863237656557,-0.0007334194335479884,0.0006101203249428029,0.00014682782403034803,0.4787096028705049,26
0.158489,0.2176433,-0.9488953,0.21845661683209486,-0.9497384912246476,-0.0008354261711051918,0.0008661126740761886,0.00014682782403034803,0.4787096028705049,26
0.125892,0.2224962,-1.189157,0.2234019723279464,-1.1902667602815356,-0.0007487002995849366,0.0009173142406954749,0.00014682782403034803,0.4787096028705049,26
0.1,0.2317021,-1.491171,0.22892522914634827,-1.4918531193253637,0.0018401268819054906,0.00045201457807023354,0.00014682782403034803,0.4787096028705049,26
