Parameter,Value,Error
R_0,0.0019417259022343654,
B_1_0,0.0026963728572089113,
B_1_1,2551.6118246609126,
B_1_2,413.1554072594768,
B_1_3,0.9897213230996873,
B_1_4,0.8459387020826343,
