Frequency,Real_Error,Imag_Error
199.5261,5.225777617011212e-05,4.9499776542581135e-05
158.4892,4.216896538487575e-05,3.760823045594796e-05
125.8925,3.2866061925553545e-05,2.7978388533375837e-05
99.99994,2.8948236228314682e-05,2.351158949066214e-05
79.43277,1.2651406743292935e-05,1.6405021808532685e-05
63.09569,1.9669772625278362e-05,8.375119531756862e-06
50.11869,1.2976322984163333e-05,1.3270959226500178e-05
39.81069,1.524810532988483e-05,3.932024066448028e-06
31.62275,8.545306030267093e-06,6.067736694044019e-06
25.11885,1.3321234629215962e-05,3.015852790398286e-06
19.95261,7.21851754900563e-06,3.0754960889610146e-06
15.84892,1.6393580978975829e-06,8.433250436327213e-06
12.58924,4.3560294968759267e-08,3.599371643382888e-06
9.999991,3.994412451796027e-07,2.3131722992985704e-07
7.943275,2.042957687561041e-06,3.899238111764326e-06
6.309568,2.1394149744727135e-06,7.092042972609621e-07
5.011868,1.011460965382252e-05,1.429271645248171e-05
3.981068,1.2056696708728342e-05,1.535501777201497e-05
3.162275,6.3243984687383e-06,1.0322147948478176e-05
2.511884,1.4767430582528565e-05,2.407884449653517e-05
1.99526,1.4373387794393636e-05,1.9593096492627948e-05
1.584892,4.4999295559026466e-05,1.5114436288193498e-05
1.258924,5.268357971412131e-05,1.396901969985358e-05
0.999999,5.024786897656064e-05,1.2532920617436012e-06
0.794327,5.777013743666704e-05,1.2779502677698709e-05
0.630957,6.446766890816791e-05,3.3455282939879693e-05
0.501187,7.009747973368233e-05,4.958767768433272e-05
0.398107,5.390330520076885e-05,7.202549672814785e-05
0.316227,3.5926901280513256e-05,8.643048908000498e-05
0.251188,2.6543354041574235e-05,0.0001078467685097788
0.199526,8.448888062497981e-07,0.00012695833094344706
0.158489,2.4200220468035584e-05,0.00012806616756834205
0.125892,5.4042588026900415e-05,0.00011573326614285279
0.1,5.905352351522758e-05,9.64795778151846e-05
0.079433,7.236505616032467e-05,8.126118883104196e-05
0.063096,7.860706951218167e-05,8.207516240584488e-05
0.050119,8.34369451650596e-05,5.314244790882716e-05
0.039811,6.534756454274317e-05,3.364305268251794e-05
0.031623,5.687596196896202e-05,2.494129542755276e-05
0.025119,2.7440260423380013e-05,1.3091473289816857e-05
0.019953,1.5171721189550808e-05,1.8064944875516298e-05
0.015849,4.7757349602607115e-05,1.4998965958624294e-05
0.012589,8.331936752053711e-05,3.677602569048671e-05
0.01,0.00010530241138870548,4.8564378644283535e-05
