100000,0.0505888,0.0130252,
79432.82,0.05110418,0.00731884,
63095.73,0.05200724,0.002190699,
50118.72,0.05329316,-0.002536613,
39810.71,0.05515039,-0.006946235,
31622.77,0.05763958,-0.01102243,
25118.86,0.06072703,-0.01468648,
19952.62,0.06461161,-0.01805948,
15848.93,0.06947143,-0.02061954,
12589.25,0.07474926,-0.02188841,
9999.997,0.07995852,-0.0219442,
7943.28,0.08467245,-0.02101908,
6309.571,0.0886109,-0.01944773,
5011.871,0.09184444,-0.01761797,
3981.07,0.0943891,-0.01584454,
3162.276,0.09630435,-0.01423396,
2511.885,0.09792284,-0.01275046,
1995.261,0.09925202,-0.01162934,
1584.892,0.1003324,-0.01078755,
1258.925,0.1014255,-0.01024142,
999.9994,0.1023907,-0.009846671,
794.3277,0.1033903,-0.009716373,
630.9569,0.1044095,-0.009770324,
501.1869,0.1055066,-0.009999515,
398.1069,0.1064577,-0.01040547,
316.2275,0.107647,-0.01095253,
251.1884,0.1089621,-0.0116753,
199.5261,0.11021,-0.01258239,
158.4892,0.1117313,-0.01362633,
125.8924,0.1133827,-0.01484531,
99.99991,0.1151795,-0.01634341,
79.43275,0.1171203,-0.01800559,
63.09567,0.1192781,-0.01997357,
50.11867,0.1215952,-0.02213685,
39.81068,0.124329,-0.02462625,
31.62274,0.1273758,-0.02750434,
25.11884,0.130738,-0.03079821,
19.9526,0.1342317,-0.03397474,
15.84891,0.1383641,-0.03803491,
12.58924,0.1428117,-0.04311376,
9.999988,0.1480842,-0.04697778,
7.943272,0.1540045,-0.05264553,
6.309565,0.1599908,-0.05881115,
5.011866,0.1674849,-0.06655399,
3.981066,0.1737812,-0.07245687,
3.162273,0.180042,-0.08165731,
2.511883,0.1845631,-0.09142558,
1.995259,0.189443,-0.1045936,
1.584891,0.1930401,-0.1226722,
1.258924,0.1956626,-0.1466511,
0.999998,0.1977633,-0.1779336,
0.794327,0.1993545,-0.2182555,
0.630956,0.2007755,-0.2697191,
0.501186,0.2022762,-0.3352317,
0.398106,0.2038782,-0.4180445,
0.316227,0.2058847,-0.5223551,
0.251188,0.2083246,-0.654092,
0.199526,0.2114799,-0.819036,
0.158489,0.2150381,-1.02693,
0.125892,0.2197275,-1.288019,
0.1,0.2216171,-1.612401,
0.079433,0.2293009,-2.020527,
0.063096,0.238647,-2.530273,
0.050119,0.2499621,-3.167927,
0.039811,0.265162,-3.963969,
0.031623,0.2847321,-4.954858,
0.025119,0.3116415,-6.183491,
0.019953,0.3486293,-7.705535,
0.015849,0.3972063,-9.58556,
0.015,0.388644,-10.10826,
