Parameter,Value
R_s,0.055297020645119405
Wo_Zo,0.2559923704370721
Wo_T,0.2575231260361535
CPE_H,0.00034803461751951875
alpha_H,1.0053915030478635
R_int,0.04278885450825181
CPE_ads,24.54462939785125
alpha_ads,0.4363515989776295
