100000,0.07179613,0.1049118,
79432.82,0.07007419,0.08186592,
63095.73,0.06920552,0.06272404,
50118.72,0.06889439,0.04657181,
39810.71,0.06941284,0.03278911,
31622.77,0.07092579,0.0209289,
25118.86,0.07485596,0.01107409,
19952.62,0.07822583,0.002697189,
15848.93,0.08268297,-0.003921865,
12589.25,0.08767305,-0.008651163,
9999.997,0.09266642,-0.01154023,
7943.28,0.09736251,-0.01288595,
6309.571,0.1013611,-0.01312714,
5011.871,0.1046657,-0.01269992,
3981.07,0.1072798,-0.01195154,
3162.276,0.1092889,-0.01111244,
2511.885,0.1108807,-0.01033028,
1995.261,0.1122649,-0.00971524,
1584.892,0.1134052,-0.009247728,
1258.925,0.1144173,-0.008959088,
999.9994,0.1154394,-0.008827111,
794.3277,0.1163511,-0.008839166,
630.9569,0.1173256,-0.009064928,
501.1869,0.1183816,-0.009431548,
398.1069,0.1194796,-0.009895124,
316.2275,0.1205405,-0.01058219,
251.1884,0.121856,-0.01139924,
199.5261,0.1231406,-0.01232372,
158.4892,0.1246163,-0.01345587,
125.8924,0.1262316,-0.01483908,
99.99991,0.1278535,-0.01628773,
79.43275,0.129789,-0.01813834,
63.09567,0.1321687,-0.02014267,
50.11867,0.1345274,-0.02245631,
39.81068,0.13716,-0.02506469,
31.62274,0.1403788,-0.02799417,
25.11884,0.1437746,-0.03080063,
19.9526,0.147563,-0.03509336,
15.84891,0.1519574,-0.03917455,
12.58924,0.1568298,-0.04333209,
9.999988,0.1622944,-0.04906756,
7.943272,0.1681251,-0.05431982,
6.309565,0.1726724,-0.05982562,
5.011866,0.1801217,-0.06617439,
3.981066,0.1835213,-0.07365695,
3.162273,0.1910046,-0.08202539,
2.511883,0.1941096,-0.09716741,
1.995259,0.1951208,-0.1104495,
1.584891,0.2004878,-0.1286234,
1.258924,0.2063431,-0.1575932,
1,0.208227,-0.1972601,
